Description,NES,p.adjust,cell_type,negLog_padjust
GRANULOCYTE MIGRATION,2.4971698892315786,2.5319434541865693e-7,allECs,6.596545997631368
TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,2.463722177354094,2.5319434541865693e-7,allECs,6.596545997631368
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,2.4631395329712014,2.5319434541865693e-7,allECs,6.596545997631368
REGULATION OF DEFENSE RESPONSE,2.1389011786925827,2.5319434541865693e-7,allECs,6.596545997631368
MYELOID LEUKOCYTE DIFFERENTIATION,2.4179355147715182,2.8290079126079756e-7,allECs,6.548365837839165
REGULATION OF RESPONSE TO EXTERNAL STIMULUS,2.005127218526517,2.8417253457864803e-7,allECs,6.546417899164866
MYELOID LEUKOCYTE MIGRATION,2.382163829335004,3.8326765615235633e-7,allECs,6.416497829186136
NEGATIVE REGULATION OF CELL ACTIVATION,2.3969233357382578,4.289004630354882e-7,allECs,6.367643484901872
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,2.247193006272877,4.936123500228443e-7,allECs,6.3066139829300925
MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2.53381343955873,6.062687900791803e-7,allECs,6.217334788098969
REGULATION OF INFLAMMATORY RESPONSE,2.2797832516333143,6.285572190991842e-7,allECs,6.201655181290791
LEUKOCYTE DEGRANULATION,2.5198741768955757,6.772335135731713e-7,allECs,6.169261558537463
REGULATION OF B CELL ACTIVATION,2.4255677840241723,6.772335135731713e-7,allECs,6.169261558537463
CYTOKINE MEDIATED SIGNALING PATHWAY,2.1928039942698594,1.018288074020414e-6,allECs,5.9921293425698945
NEGATIVE REGULATION OF IMMUNE SYSTEM PROCESS,2.2171194024883487,1.1114188942265822e-6,allECs,5.954122224440512
MONONUCLEAR CELL DIFFERENTIATION,2.2346182221928212,1.1272056943322314e-6,allECs,5.947996825957235
MACROPHAGE ACTIVATION,2.4478011535903565,1.1470750396777333e-6,allECs,5.940408170370771
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN,2.4763172736703933,1.3086532681074952e-6,allECs,5.8831754059279895
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,2.4763172736703933,1.3086532681074952e-6,allECs,5.8831754059279895
POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,1.8437369432654156,1.7800651802508346e-6,allECs,5.74956409493549
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II,2.4608921330664564,1.9576024968961586e-6,allECs,5.708275489719032
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION,2.3797983285217756,2.4045114167381447e-6,allECs,5.618973156533777
TAXIS,2.0887443254637406,2.513731865613866e-6,allECs,5.599681049440349
REGULATION OF LEUKOCYTE DIFFERENTIATION,2.2959255449504843,2.865361933029923e-6,allECs,5.542820513106716
NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION,2.461900214165599,3.7695346948733155e-6,allECs,5.423712255078182
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,2.2779232340032145,4.059971453493301e-6,allECs,5.39147702002722
POSITIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,2.3784350841590225,4.371956358164875e-6,allECs,5.35932418192425
REGULATION OF HEMOPOIESIS,2.175175669761412,5.09681638433272e-6,allECs,5.292701011831632
MYELOID CELL DIFFERENTIATION,2.116522614717777,5.241770923106576e-6,allECs,5.2805219625967075
REGULATED EXOCYTOSIS,2.3544454520593776,5.419119793981405e-6,allECs,5.266071248454291
RESPONSE TO CHEMOKINE,2.4294545552439777,6.019842672733003e-6,allECs,5.2204148587848245
POSITIVE REGULATION OF LEUKOCYTE MIGRATION,2.317374599592573,6.019842672733003e-6,allECs,5.2204148587848245
LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE,2.3062226178957315,6.945416704666096e-6,allECs,5.158301692747381
REGULATION OF LEUKOCYTE MIGRATION,2.272293030461608,7.223171683161622e-6,allECs,5.141272062536411
MICROGLIAL CELL ACTIVATION,2.449780407154394,8.030548116874599e-6,allECs,5.095254811382569
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION,2.4106323792910094,8.131090915405367e-6,allECs,5.089851182972121
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,2.305700749522429,8.32368325433549e-6,allECs,5.0796844545910655
REGULATION OF MYELOID CELL DIFFERENTIATION,2.222877913167204,9.73959354467515e-6,allECs,5.011459166836784
B CELL PROLIFERATION,2.4030639694703524,1.1631420104022734e-5,allECs,4.934367258127137
ANTIGEN PROCESSING AND PRESENTATION,2.3239118763610116,1.2718757921733242e-5,allECs,4.895555298599239
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN,2.3586222591849793,1.31036665629413e-5,allECs,4.882607166538866
MONOCYTE CHEMOTAXIS,2.4204964194095013,1.3379159369590199e-5,allECs,4.873571173011942
T CELL DIFFERENTIATION,2.2711724595073712,1.3461788034317094e-5,allECs,4.870897252009192
ANIMAL ORGAN MORPHOGENESIS,-2.009223090755084,2.028302723265403e-5,allECs,4.692867226245889
REGULATION OF PHAGOCYTOSIS,2.2706490154206183,2.32073074254584e-5,allECs,4.634375244641008
G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,2.096457896441294,2.5110171993574238e-5,allECs,4.600150312551738
GRANULOCYTE ACTIVATION,2.348578064617643,2.5670284959250905e-5,allECs,4.5905693103101175
REGULATION OF ADAPTIVE IMMUNE RESPONSE,2.269881580325323,2.679356865727026e-5,allECs,4.571969438502918
DEFENSE RESPONSE TO BACTERIUM,2.2573578889931203,2.679356865727026e-5,allECs,4.571969438502918
FC RECEPTOR SIGNALING PATHWAY,2.321788262377005,2.7593621563280946e-5,allECs,4.559191296196042
POSITIVE REGULATION OF HEMOPOIESIS,2.2578143411022062,2.7593621563280946e-5,allECs,4.559191296196042
IMMUNOGLOBULIN PRODUCTION,2.357734547571214,2.8032742749898914e-5,allECs,4.5523344083805535
MEMBRANE INVAGINATION,2.3593010217174935,2.806767738840135e-5,allECs,4.551793523921842
REGULATION OF B CELL PROLIFERATION,2.337909384914826,2.8804369290878497e-5,allECs,4.540541629775763
T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2.2959495738735214,2.8804369290878497e-5,allECs,4.540541629775763
REGULATION OF LEUKOCYTE DEGRANULATION,2.33661174133333,3.151695745948484e-5,allECs,4.501455714479893
POSITIVE REGULATION OF MAPK CASCADE,2.0230511815007657,3.643156817478026e-5,allECs,4.438522134412879
EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION,-2.3388636835910024,3.797336154066153e-5,allECs,4.4205209558246406
REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,1.66100951485785,3.8716243481367263e-05,allECs,4.412106787584134
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY,2.318516358573758,4.410112298144503e-5,allECs,4.355550351610724
VESICLE MEDIATED TRANSPORT,1.6775682510486856,4.442632738225378e-5,allECs,4.352359587356626
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,2.2219487729142986,4.5261166133125193e-5,allECs,4.344274260839593
TISSUE MORPHOGENESIS,-1.9569772871667082,4.804538840723601e-5,allECs,4.318348291354543
ENDOCYTOSIS,1.933673764894555,6.060930207059359e-5,allECs,4.217460716957406
MYELOID LEUKOCYTE MEDIATED IMMUNITY,2.2767713886632186,6.0914705414486325e-5,allECs,4.215277851711565
POSITIVE REGULATION OF GENE EXPRESSION,1.80222331391262,6.7752336655316835e-05,allECs,4.169075722165575
ENDOPLASMIC RETICULUM TO GOLGI VESICLE MEDIATED TRANSPORT,-2.4991013408489753,7.497482003041655e-5,allECs,4.125084568047805
POSITIVE REGULATION OF DEFENSE RESPONSE,2.1895869109417774,7.512442830819941e-5,allECs,4.12421881992816
CELLULAR ION HOMEOSTASIS,2.0415119410328546,8.990891555897132e-5,allECs,4.046197240568427
REGULATION OF CHEMOTAXIS,2.1607763876016466,1.1045141140618511e-4,allECs,3.956828730113945
METAL ION HOMEOSTASIS,1.9820331380363332,1.1098612200830675e-4,allECs,3.9547313231234402
NEGATIVE REGULATION OF B CELL ACTIVATION,2.316406307896746,1.1891627329381976e-4,allECs,3.9247587095687675
TOLL LIKE RECEPTOR SIGNALING PATHWAY,2.173767495991176,1.2369787585857618e-4,allECs,3.907637758016956
REGULATION OF INNATE IMMUNE RESPONSE,2.1672537748554843,1.2825534086217513e-4,allECs,3.891924540768383
ION HOMEOSTASIS,1.931576673032568,1.2825534086217513e-4,allECs,3.891924540768383
ALPHA BETA T CELL ACTIVATION,2.2147714486571437,1.300704778211877e-4,allECs,3.8858212643475096
POSITIVE REGULATION OF PHAGOCYTOSIS,2.2620436745199966,1.3061908813526924e-4,allECs,3.8839933524172703
LEUKOCYTE MEDIATED CYTOTOXICITY,2.147892136415582,1.3241903540636902e-4,allECs,3.878049580019246
POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,1.7601770934207426,1.3724918002263443e-4,allECs,3.8624902415059865
EXPORT FROM CELL,1.8399508329004532,1.4127138384082015e-4,allECs,3.8499458006329825
REGULATION OF LEUKOCYTE CHEMOTAXIS,2.1742830855056323,1.4238718775985498e-4,allECs,3.846529087493616
CELL KILLING,2.1502022150881728,1.4238718775985498e-4,allECs,3.846529087493616
NEGATIVE REGULATION OF CYTOKINE PRODUCTION,2.087150393476219,1.482323894428967e-4,allECs,3.8290568906926747
REGULATION OF T CELL DIFFERENTIATION,2.211219387507172,1.6231533683853667e-4,allECs,3.7896404426527677
ERK1 AND ERK2 CASCADE,2.0145376012061673,1.690671897784059e-4,allECs,3.7719406660909174
REGULATION OF MONONUCLEAR CELL MIGRATION,2.1659010507369723,1.7240067738302257e-4,allECs,3.7634610321126347
CHEMOKINE PRODUCTION,2.2705593281625784,1.755695743253007e-4,allECs,3.7555507438257663
MAPK CASCADE,1.846306490029693,1.806846432995476e-4,allECs,3.7430787573100015
REGULATION OF VESICLE MEDIATED TRANSPORT,1.9202638712719968,1.907663662107967e-4,allECs,3.71949819282191
POSITIVE REGULATION OF CHEMOTAXIS,2.131950501992483,1.9421012677939219e-4,allECs,3.711728128239837
POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS,2.117533119377139,1.9421012677939219e-4,allECs,3.711728128239837
POSITIVE REGULATION OF CHEMOKINE PRODUCTION,2.218701552992653,2.2980572731703372e-4,allECs,3.6386391518392553
EMBRYONIC MORPHOGENESIS,-2.0430111222289282,2.615123735296486e-4,allECs,3.582507757548081
POSITIVE REGULATION OF TRANSPORT,1.8082295488565252,2.615123735296486e-4,allECs,3.582507757548081
POSITIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,2.2127981893005395,2.622246369886492e-4,allECs,3.581326507132714
INTERLEUKIN 1 PRODUCTION,2.1540694881336573,2.746690607995832e-4,allECs,3.561190257509744
CELL CELL ADHESION,1.8220409753177396,2.746690607995832e-4,allECs,3.561190257509744
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE,2.081848291544021,3.267614282708149e-4,allECs,3.4857692143115844
REGULATION OF CELL POPULATION PROLIFERATION,1.6220816363423605,3.282844805892617e-4,allECs,3.483749647742051
EXOCYTOSIS,2.0198656818395504,3.813562084545979e-4,allECs,3.4186691789314225
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,2.231718473290761,3.885391784836563e-4,allECs,3.4105651824193712
INTERLEUKIN 10 PRODUCTION,2.1671554802410027,4.7174405978266576e-4,allECs,3.3262935597795695
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION,2.07730382991579,4.8463464306470366e-4,allECs,3.3145855444822847
CELLULAR HOMEOSTASIS,1.825521145248646,4.8517764243790885e-4,allECs,3.3140992201499833
LYMPHOCYTE MIGRATION,2.161344257031319,5.217417884768082e-4,allECs,3.282544377427384
EPITHELIUM DEVELOPMENT,-1.782292690194334,5.546693215565758e-4,allECs,3.2559658540366914
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,2.1161292403417344,5.58531864686565e-4,allECs,3.25295204499639
RESPONSE TO LIPID,1.7352683144877052,5.856683228509344e-4,allECs,3.2323482651014226
MAST CELL ACTIVATION,2.1319106367533394,6.079544281869811e-4,allECs,3.216128973899448
REGULATION OF LYMPHOCYTE DIFFERENTIATION,2.062290150308822,6.079544281869811e-4,allECs,3.216128973899448
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,2.132325564648499,6.18842518398989e-4,allECs,3.208419855167083
REGULATION OF REGULATED SECRETORY PATHWAY,2.1276249548643347,6.354494408914453e-4,allECs,3.196918998084561
CELLULAR DEFENSE RESPONSE,2.1444466538528806,6.643812844112353e-4,allECs,3.1775826101029563
POSITIVE REGULATION OF TRANSPORTER ACTIVITY,2.143108032562396,6.748453068100812e-4,allECs,3.170795768055216
OSTEOCLAST DIFFERENTIATION,2.1722817658544353,6.790003983416657e-4,allECs,3.1681299709366755
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION,2.105339414373525,6.790003983416657e-4,allECs,3.1681299709366755
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,2.1152024012480717,6.952808310839103e-4,allECs,3.157839743962925
POSITIVE REGULATION OF INTERLEUKIN 1 BETA PRODUCTION,2.1242780790470417,7.257332553844386e-4,allECs,3.1392229757209287
DIVALENT INORGANIC CATION HOMEOSTASIS,1.9582247762148344,7.257332553844386e-4,allECs,3.1392229757209287
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE,2.0732695210450265,7.262355470811348e-4,allECs,3.138922497473032
DENDRITIC CELL DIFFERENTIATION,2.120038321415511,7.41707806542841e-4,allECs,3.1297671499748083
FOCAL ADHESION ASSEMBLY,-2.334641784991217,8.745012340074491e-4,allECs,3.058239573352546
REGULATION OF ALPHA BETA T CELL ACTIVATION,2.1085543615612634,9.074189631410464e-4,allECs,3.0421921491371586
POSITIVE REGULATION OF INFLAMMATORY RESPONSE,2.094439259229647,0.0010124172167110016,allECs,2.994640478034716
REGULATION OF OSTEOCLAST DIFFERENTIATION,2.1199142285016777,0.0011020692616504205,allECs,2.9577911105592345
IMPORT INTO CELL,2.066340296487016,0.0011563096634453376,allECs,2.936925844880736
CELLULAR RESPONSE TO INTERLEUKIN 1,1.9973288333606907,0.0011624268875387368,allECs,2.9346343531365187
REGULATION OF CELL KILLING,2.089522662857923,0.001210781030734462,allECs,2.916934391739154
POSITIVE REGULATION OF INTERLEUKIN 1 PRODUCTION,2.108395941989748,0.001219171848985331,allECs,2.9139350738682204
RECEPTOR MEDIATED ENDOCYTOSIS,1.9445933932244883,0.0012373649193301198,allECs,2.907502200872441
REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,1.9443496894120613,0.0012373649193301198,allECs,2.907502200872441
INTERLEUKIN 8 PRODUCTION,2.1095240437698717,0.0012488833082172973,allECs,2.903478138859542
EXTRACELLULAR MATRIX ASSEMBLY,-2.4008105282270615,0.001399621465130478,allECs,2.853989405631661
T CELL PROLIFERATION,2.01127602957598,0.0015490513371982147,allECs,2.8099341890242355
REGULATION OF TRANSPORT,1.5490619056960957,0.0015574765450312165,allECs,2.807578484919333
REGULATION OF T CELL PROLIFERATION,1.988070825390148,0.0016342082113113923,allECs,2.786692611657383
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,1.8453653130664482,0.0016342082113113923,allECs,2.786692611657383
POSITIVE REGULATION OF SIGNALING,1.552007410663013,0.0016342082113113923,allECs,2.786692611657383
B CELL DIFFERENTIATION,1.9859861060866215,0.0016461393741460232,allECs,2.7835333970338128
FORMATION OF PRIMARY GERM LAYER,-2.2792889571751886,0.001719700666831742,allECs,2.764547140334566
CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,2.066305908795594,0.001719700666831742,allECs,2.764547140334566
POSITIVE REGULATION OF CELL ADHESION,1.7786841342741027,0.0017962691314875464,allECs,2.745628593301573
MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2.0468085334914154,0.0018566034706174173,allECs,2.7312808420392374
NEGATIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,1.9737380104120257,0.0018721955813028523,allECs,2.727648784100178
FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY,2.1308866523609895,0.0018927999517975905,allECs,2.722895283775972
POSITIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,2.052910926072504,0.0019296222529098534,allECs,2.714527701113207
RESPONSE TO OXYGEN CONTAINING COMPOUND,1.5431271549552756,0.002009752682628266,allECs,2.6968573829667384
REGULATION OF CALCIUM MEDIATED SIGNALING,2.0585234550485323,0.002039173621624021,allECs,2.6905457954562197
SECRETION,1.695173459762357,0.002058635968867274,allECs,2.6864204434206176
NEGATIVE REGULATION OF CELL CELL ADHESION,1.9773091584396782,0.002120418658042377,allECs,2.673578382973626
CALCIUM MEDIATED SIGNALING,1.9661606328014232,0.002219134395893269,allECs,2.6538163950968023
ALPHA BETA T CELL DIFFERENTIATION,2.0786109228274325,0.0022216860402227935,allECs,2.6533173138166704
NEGATIVE REGULATION OF IMMUNE RESPONSE,1.9762862115417679,0.0022216860402227935,allECs,2.6533173138166704
POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION,2.101565214913317,0.0022604117500608398,allECs,2.645812443820909
POSITIVE REGULATION OF CELL SUBSTRATE ADHESION,-2.108637102931211,0.0022606853008152383,allECs,2.64575988950413
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,2.04988754549687,0.0023122215987301064,allECs,2.6359705463354826
REGULATION OF RESPONSE TO CYTOKINE STIMULUS,1.9443508015273687,0.0024472349175568937,allECs,2.611324339392904
GASTRULATION,-2.1477748323257244,0.0024905365132418607,allECs,2.603707086783148
REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1.9465852134996213,0.0025426823223950617,allECs,2.5947078963123227
CELL MATRIX ADHESION,-1.978155952834284,0.0025583931992259872,allECs,2.5920327080469305
REGULATION OF RESPONSE TO BIOTIC STIMULUS,1.8764513489445742,0.0025933654531486916,allECs,2.5861362787946836
RESPONSE TO TEMPERATURE STIMULUS,1.9565348174197479,0.0026654888235006394,allECs,2.574223134149025
REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,2.025264178291056,0.0026673274838939524,allECs,2.5739236600818445
INTERFERON GAMMA PRODUCTION,1.9990759023364344,0.0026673274838939524,allECs,2.5739236600818445
REGULATION OF NIK NF KAPPAB SIGNALING,1.9423701998116467,0.0026673274838939524,allECs,2.5739236600818445
ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS,-1.4240572521241985,0.0026673274838939524,allECs,2.5739236600818445
CELL SUBSTRATE JUNCTION ORGANIZATION,-2.140568345077922,0.002744975496446338,allECs,2.561461528010115
PRODUCTION OF MOLECULAR MEDIATOR INVOLVED IN INFLAMMATORY RESPONSE,2.028093758719075,0.002744975496446338,allECs,2.561461528010115
POSITIVE REGULATION OF NIK NF KAPPAB SIGNALING,2.013497797746172,0.002848103646970253,allECs,2.5454442100884873
INTERLEUKIN 12 PRODUCTION,2.0134377121630993,0.002848103646970253,allECs,2.5454442100884873
CELL SUBSTRATE ADHESION,-1.7920606330581004,0.002848103646970253,allECs,2.5454442100884873
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,2.086700210079433,0.002968632665702682,allECs,2.5274435380482854
POSITIVE REGULATION OF ALPHA BETA T CELL ACTIVATION,2.052600633800645,0.002968632665702682,allECs,2.5274435380482854
POSITIVE REGULATION OF B CELL ACTIVATION,2.0634848859887946,0.0030981617937502425,allECs,2.5088959060415745
ENDODERMAL CELL DIFFERENTIATION,-2.22638171620665,0.003145995753807527,allECs,2.502241867885397
INTERFERON BETA PRODUCTION,2.0472390378314085,0.003237011731621373,allECs,2.4898557266186834
I KAPPAB KINASE NF KAPPAB SIGNALING,1.8447280974752827,0.003237011731621373,allECs,2.4898557266186834
CELLULAR RESPONSE TO LIPID,1.7275880388949312,0.003237011731621373,allECs,2.4898557266186834
CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,1.5883939043595068,0.003237011731621373,allECs,2.4898557266186834
MORPHOGENESIS OF AN EPITHELIUM,-1.749091617571682,0.0034139075348548187,allECs,2.4667482458592875
REGULATION OF SECRETION,1.7438860403061622,0.0035466463947132834,allECs,2.450182109097847
NEGATIVE REGULATION OF CELL POPULATION PROLIFERATION,1.6586857011070895,0.003602674975557072,allECs,2.443374917086214
REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,2.012980078811213,0.003632718659059751,allECs,2.439768235374045
PEPTIDYL PROLINE MODIFICATION,-2.2760977023555733,0.0038943588587438413,allECs,2.4095640314520077
SUPEROXIDE METABOLIC PROCESS,2.0392836901756506,0.0038943588587438413,allECs,2.4095640314520077
REGULATION OF CELL ADHESION,1.6388867265851388,0.0038943588587438413,allECs,2.4095640314520077
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1.8888223576194998,0.004347681879739824,allECs,2.361742240788127
ICOSANOID METABOLIC PROCESS,1.9545862134405234,0.0043950894703607855,allECs,2.3570322796144456
