Description,NES,p.adjust,cell_type,negLog_padjust
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,1.9594751405426727,0.004634923385765592,allECs,2.333957440249632
NEGATIVE REGULATION OF DEFENSE RESPONSE,1.8519815693875847,0.004634923385765592,allECs,2.333957440249632
POSITIVE REGULATION OF CELL DEATH,1.7151089719414685,0.004634923385765592,allECs,2.333957440249632
CELL JUNCTION ASSEMBLY,-1.7674555014936557,0.0046510313628371465,allECs,2.3324507319438297
ENDODERM FORMATION,-2.2574298163741995,0.0047081478956658065,allECs,2.3271499032494347
RESPONSE TO EXTRACELLULAR STIMULUS,1.7702124824621948,0.0047309079945576935,allECs,2.3250554979130573
GLIAL CELL DEVELOPMENT,2.0451920276778317,0.004974823525864825,allECs,2.303222320566992
REGULATION OF ION TRANSPORT,1.7144590481184276,0.004974823525864825,allECs,2.303222320566992
T CELL RECEPTOR SIGNALING PATHWAY,1.8793592190468105,0.004996735844910945,allECs,2.301313609158551
NIK NF KAPPAB SIGNALING,1.8907938035811311,0.005196188415384233,allECs,2.284315109662499
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,1.96688832651371,0.0052437572031831655,allECs,2.280357425250242
NEGATIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,1.9485708603196463,0.0052437572031831655,allECs,2.280357425250242
POSITIVE REGULATION OF HYDROLASE ACTIVITY,1.6777789215513212,0.005335665240242795,allECs,2.272811425882349
REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,1.931132200388038,0.005765292315305417,allECs,2.239178667951989
REGULATION OF EXOCYTOSIS,1.9030672988331057,0.005765292315305417,allECs,2.239178667951989
HEART MORPHOGENESIS,-1.8251059025657235,0.005765292315305417,allECs,2.239178667951989
REGULATION OF CALCIUM ION TRANSPORT,1.9022120976491415,0.00579244886061906,allECs,2.23713779174584
TYPE I INTERFERON PRODUCTION,1.9393378247621156,0.006180383557164597,allECs,2.2089845715792973
PEPTIDYL TYROSINE MODIFICATION,1.7511006524493427,0.006351362303954136,allECs,2.197133112875763
BLOOD VESSEL MORPHOGENESIS,-1.5662546368985564,0.006605540282321329,allECs,2.180091654652842
POSITIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,1.8402616742652937,0.0070761370624437365,allECs,2.150203763539803
MYELOID CELL DEVELOPMENT,1.922533132311704,0.007088614685122866,allECs,2.1494386298932633
REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1.968377554172344,0.007608544377843665,allECs,2.118698421959753
ACTIVATION OF INNATE IMMUNE RESPONSE,1.9174452040373138,0.00762593691776095,allECs,2.1177067915592844
ACTOMYOSIN STRUCTURE ORGANIZATION,-1.973165109180674,0.007774066506664486,allECs,2.1093517483260737
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,1.8555361184027699,0.007826972785010702,allECs,2.10640617625297
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,1.9917218176661464,0.007999935520084303,allECs,2.0969135134311108
POSITIVE REGULATION OF CATALYTIC ACTIVITY,1.512761196157621,0.007999935520084303,allECs,2.0969135134311108
POSITIVE REGULATION OF T CELL PROLIFERATION,1.9725857625879835,0.008191998433184215,allECs,2.08661013943215
CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,1.9556211668745915,0.008235078556688159,allECs,2.0843322536194897
REGULATION OF LYMPHOCYTE MIGRATION,1.9391982584948462,0.008235078556688159,allECs,2.0843322536194897
EMBRYO DEVELOPMENT,-1.5432419105308153,0.008235078556688159,allECs,2.0843322536194897
NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,1.564550540140785,0.009325032207077826,allECs,2.0303496595372885
REGULATION OF ENDOCYTOSIS,1.8366785609238871,0.009525536169090989,allECs,2.0211105695920772
T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE,1.9625432658633715,0.009526000312553136,allECs,2.021089408574995
POSITIVE REGULATION OF TRANSMEMBRANE TRANSPORT,1.8230177066205524,0.009741850976358648,allECs,2.01135851822967
VACUOLAR LOCALIZATION,1.9544442201234378,0.009941182385843668,allECs,2.0025619583483016
REGULATION OF CELL SHAPE,1.814777309884685,0.009946988272838929,allECs,2.0023083940764037
CHEMICAL HOMEOSTASIS,1.5501795182438478,0.010590184876028034,allECs,1.9750964582175405
POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS,1.826882845082731,0.010628691852639989,allECs,1.9735201838435759
BONE RESORPTION,1.9172266626270247,0.0110580669113379,allECs,1.9563207865136771
IMPORT ACROSS PLASMA MEMBRANE,1.870300409443712,0.011304391478254478,allECs,1.9467528110054129
REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,1.82916838614161,0.011322229350620388,allECs,1.9460680520039768
HEART DEVELOPMENT,-1.5305854688782015,0.01135164407655799,allECs,1.9449412343590855
HOMEOSTATIC PROCESS,1.4804093595544017,0.011942154679142255,allECs,1.922917307977309
REGULATION OF RESPONSE TO STRESS,1.4785400563758153,0.011942154679142255,allECs,1.922917307977309
INOSITOL LIPID MEDIATED SIGNALING,1.787765673483102,0.012082471632315456,allECs,1.9178442158409192
REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,1.9282011126099503,0.012344213434960656,allECs,1.9085365778048964
BONE REMODELING,1.9283005395427648,0.012472611140611578,allECs,1.9040426174718217
UROGENITAL SYSTEM DEVELOPMENT,-1.747297127474376,0.012703385532959466,allECs,1.8960805213794283
RESPONSE TO TUMOR NECROSIS FACTOR,1.7436169963966386,0.012774020455707021,allECs,1.89367239271901
TUBE MORPHOGENESIS,-1.4522797071156697,0.012879874515872424,allECs,1.8900883681353406
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION,1.8541277835477565,0.012916994334916304,allECs,1.8888385308935065
ENDODERM DEVELOPMENT,-2.0570231228217164,0.013127807219245927,allECs,1.8818078094863804
REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1.7739771780694664,0.013298862716666617,allECs,1.8761854971528114
VASCULATURE DEVELOPMENT,-1.5188375705802746,0.01337614069504285,allECs,1.8736691718159897
DEFENSE RESPONSE TO GRAM POSITIVE BACTERIUM,1.9169647682064697,0.013930412501040606,allECs,1.856036023254911
REGULATION OF ACTIN CYTOSKELETON REORGANIZATION,1.8445940172614832,0.013930412501040606,allECs,1.856036023254911
LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,1.879241107170873,0.014001918108891526,allECs,1.8538124666755404
POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1.911848745811188,0.01437741269875563,allECs,1.8423192608064887
POSITIVE REGULATION OF ION TRANSPORT,1.8106439433351078,0.014563174386112435,allECs,1.8367439500154263
POSITIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,1.5406203579429159,0.014738628019760511,allECs,1.8315429419301004
REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1.9089112584246677,0.015037134315970072,allECs,1.8228349210145185
POSITIVE REGULATION OF CALCIUM ION TRANSPORT,1.849469008281823,0.015598876070899182,allECs,1.8069066922731647
ACUTE INFLAMMATORY RESPONSE,1.8809129112606813,0.01575503621482764,allECs,1.80258059421123
APOPTOTIC CELL CLEARANCE,1.8777963812562284,0.01622476862895354,allECs,1.789821487679224
CELL ADHESION MEDIATED BY INTEGRIN,1.8561132491257326,0.01622476862895354,allECs,1.789821487679224
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS,1.8263809338562036,0.016271090030859258,allECs,1.7885833518861198
ANTIMICROBIAL HUMORAL RESPONSE,1.8260588503720938,0.0162763999159545,allECs,1.7884416479439338
CARDIAC CHAMBER DEVELOPMENT,-1.8365299592264577,0.016508085957390728,allECs,1.7823032784229667
CALCIUM ION TRANSPORT,1.7168738947444961,0.016508085957390728,allECs,1.7823032784229667
POSITIVE REGULATION OF LOCOMOTION,1.5487943873246866,0.016508085957390728,allECs,1.7823032784229667
NEGATIVE REGULATION OF SECRETION,1.8265468893277415,0.01690557117014041,allECs,1.771970151615174
NEGATIVE REGULATION OF GENE EXPRESSION,1.5244646168496532,0.016984866067951163,allECs,1.7699378733555717
REGULATION OF HYDROLASE ACTIVITY,1.5048948613778181,0.017061104073231883,allECs,1.767992867811098
CELLULAR RESPONSE TO INORGANIC SUBSTANCE,1.7490360898505588,0.017252482406397738,allECs,1.7631484068031853
CELLULAR RESPONSE TO EXTERNAL STIMULUS,1.739016210150314,0.017252482406397738,allECs,1.7631484068031853
CELLULAR RESPONSE TO EXTRACELLULAR STIMULUS,1.7593927366336672,0.017263026608171177,allECs,1.76288306006953
TUBE DEVELOPMENT,-1.3056150997549443,0.017263026608171177,allECs,1.76288306006953
DEFENSE RESPONSE TO SYMBIONT,1.7094115823287959,0.01769982781432221,allECs,1.7520309584773717
SKELETAL SYSTEM MORPHOGENESIS,-1.8474875650426343,0.017825592164913494,allECs,1.7489560340044217
MACROPHAGE DIFFERENTIATION,1.8285308527258395,0.017825592164913494,allECs,1.7489560340044217
REGULATION OF MACROPHAGE ACTIVATION,1.8277305777927393,0.017825592164913494,allECs,1.7489560340044217
POSITIVE REGULATION OF NEURON DEATH,1.8122381991856522,0.017919584974505645,allECs,1.7466720530092334
NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,1.8066230937001075,0.017919584974505645,allECs,1.7466720530092334
REGULATION OF METAL ION TRANSPORT,1.6721298745443636,0.017919584974505645,allECs,1.7466720530092334
REGULATION OF PHOSPHORUS METABOLIC PROCESS,1.41558788887465,0.018333151115275288,allECs,1.7367628817721672
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE,1.8364204939936164,0.018365483970112156,allECs,1.7359976225716323
REGULATION OF LIPID LOCALIZATION,1.7730878525026723,0.019016204905468476,allECs,1.7208761515977755
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,1.8026795878353756,0.01944283191093095,allECs,1.7112404784160211
RESPONSE TO INTERLEUKIN 1,1.7443295763914008,0.01944283191093095,allECs,1.7112404784160211
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS,1.7996121936828187,0.02005129210247195,allECs,1.697857636266097
REGULATION OF T CELL MEDIATED IMMUNITY,1.833454261549529,0.02029740242298692,allECs,1.6925595377294298
MAINTENANCE OF LOCATION,1.6884446184099071,0.02048177927532324,allECs,1.688632318404715
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE,-1.7679453420549975,0.020703110033701476,allECs,1.6839644096628534
PLACENTA DEVELOPMENT,1.792934581819414,0.020944353479288122,allECs,1.6789330411137522
POSITIVE REGULATION OF CELL POPULATION PROLIFERATION,1.5154606560684238,0.021427571661488863,allECs,1.6690270437865353
SECOND MESSENGER MEDIATED SIGNALING,1.7460755258070775,0.021491284969944267,allECs,1.6677376171436087
POSITIVE REGULATION OF MOLECULAR FUNCTION,1.4046367168578822,0.022512075287037085,allECs,1.6475844674977227
NEGATIVE REGULATION OF RESPONSE TO STIMULUS,1.4028444720160085,0.023177365860092676,allECs,1.6349359237404995
PHOSPHORYLATION,1.3771557542875703,0.02420278916044025,allECs,1.6161345824828415
EMBRYO IMPLANTATION,-1.9338616791015788,0.024281043017802893,allECs,1.6147326616187268
NEURON APOPTOTIC PROCESS,1.714007285426685,0.024281043017802893,allECs,1.6147326616187268
CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,1.8056664103725117,0.026207398829178403,allECs,1.5815760820749332
POSITIVE REGULATION OF ENDOCYTOSIS,1.7856543544609773,0.026207398829178403,allECs,1.5815760820749332
CALCIUM ION TRANSPORT INTO CYTOSOL,1.7724915299979769,0.026207398829178403,allECs,1.5815760820749332
T CELL MEDIATED IMMUNITY,1.7676468068437732,0.02741748031587486,allECs,1.5619724596556561
REGULATION OF CELL SUBSTRATE ADHESION,-1.646857503738391,0.03021885036094905,allECs,1.5197220618829355
POSITIVE REGULATION OF KINASE ACTIVITY,1.544904215255268,0.030271216438018257,allECs,1.5189701267241622
CELLULAR RESPONSE TO AMYLOID BETA,1.7721699739764052,0.03148119308008533,allECs,1.5019488170283806
REGULATION OF TRANSMEMBRANE TRANSPORT,1.582248123695998,0.03148119308008533,allECs,1.5019488170283806
TRANSITION METAL ION HOMEOSTASIS,1.7592252577018888,0.031644493613292725,allECs,1.4997018496722374
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1.7557433593168175,0.031993185070134704,allECs,1.494942521731248
SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION,1.570183849865646,0.031993185070134704,allECs,1.494942521731248
REGULATION OF PROTEIN PHOSPHORYLATION,1.4365568369182808,0.031993185070134704,allECs,1.494942521731248
NEGATIVE REGULATION OF HEMOPOIESIS,1.6929461870322355,0.03219594834913207,allECs,1.4921987780037844
REGULATION OF VASCULATURE DEVELOPMENT,-1.6183118817400024,0.03219594834913207,allECs,1.4921987780037844
REGULATION OF CELL MATRIX ADHESION,-1.6853689089355028,0.0325324599302654,allECs,1.4876830964553656
CELLULAR RESPONSE TO NITROGEN COMPOUND,1.4986720270833778,0.03313806830022291,allECs,1.4796728112759143
STRESS ACTIVATED PROTEIN KINASE SIGNALING CASCADE,1.6383597680044624,0.03440928209590125,allECs,1.4633243882637272
POSITIVE REGULATION OF ION TRANSMEMBRANE TRANSPORT,1.7391907655009722,0.03514459884912227,allECs,1.454141409485125
NEURON DEATH,1.5900639252346236,0.03514459884912227,allECs,1.454141409485125
B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,1.806538966194608,0.0352664941289824,allECs,1.4526377117562468
REGULATION OF CELL DIFFERENTIATION,1.4124499792370369,0.035414143858727674,allECs,1.4508232528610634
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,1.8037733290062656,0.035806984466284046,allECs,1.4460322521463602
POSITIVE REGULATION OF INTERLEUKIN 12 PRODUCTION,1.7378473438827304,0.035806984466284046,allECs,1.4460322521463602
NEGATIVE REGULATION OF SIGNALING,1.386490174393378,0.03599365256110543,allECs,1.4437740798087833
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT,1.3904619950744384,0.03730306601226666,allECs,1.4282554712077757
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,1.5696309737054437,0.03730860195472253,allECs,1.428191024738996
POSITIVE REGULATION OF INTERFERON GAMMA PRODUCTION,1.7321560792008543,0.038175743916864506,allECs,1.4182124912501564
POSITIVE REGULATION OF CELL DIFFERENTIATION,1.4770244618385018,0.03848245122467119,allECs,1.4147372724075264
REGULATION OF PROTEIN KINASE ACTIVITY,1.4780369127698438,0.03865533291344368,allECs,1.4127905820791224
CELL RECOGNITION,1.7143955627437908,0.03877658803696883,allECs,1.4114304072714146
CONNECTIVE TISSUE DEVELOPMENT,-1.5626128142237694,0.03880552344687152,allECs,1.4111064539993348
NEGATIVE REGULATION OF KINASE ACTIVITY,1.6806375593947804,0.0390219558411856,allECs,1.4086909668803238
CARDIAC VENTRICLE DEVELOPMENT,-1.7821235133662092,0.03958890756572234,allECs,1.4024264822014327
POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,1.7710964192452432,0.03958890756572234,allECs,1.4024264822014327
DEFENSE RESPONSE TO GRAM NEGATIVE BACTERIUM,1.77968134282873,0.04008876086209069,allECs,1.3969773675228214
REGULATION OF DNA TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS,1.7120928891808376,0.04008876086209069,allECs,1.3969773675228214
CELLULAR LIPID METABOLIC PROCESS,1.4907388798931507,0.04008876086209069,allECs,1.3969773675228214
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,1.5730573258794085,0.040718043575717386,allECs,1.3902130971909992
NEGATIVE REGULATION OF PHOSPHORYLATION,1.5215252226731881,0.04104615350143227,allECs,1.3867275350457182
POSITIVE REGULATION OF LIPID METABOLIC PROCESS,1.7432401689352996,0.041277341881714044,allECs,1.3842882775454022
RETROGRADE VESICLE MEDIATED TRANSPORT GOLGI TO ENDOPLASMIC RETICULUM,-1.7711130584131936,0.04199006036270721,allECs,1.3768535010426555
ACTIN FILAMENT POLYMERIZATION,1.6627126666605014,0.04205064008457537,allECs,1.3762273890911985
POSITIVE REGULATION OF GROWTH,-1.613465303582923,0.04205064008457537,allECs,1.3762273890911985
POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,1.3905215179313735,0.04205064008457537,allECs,1.3762273890911985
METAL ION TRANSPORT,1.5183960492052486,0.042870494693974755,allECs,1.3678415050215833
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,1.6975247623117884,0.04301728413763607,allECs,1.366357011923228
NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR SIGNALING PATHWAY,1.7077130086651626,0.04315216550483079,allECs,1.364997405204845
MORPHOGENESIS OF A BRANCHING STRUCTURE,-1.6783479129327832,0.0433812545959761,allECs,1.3626978922427437
POSITIVE REGULATION OF CELL MATRIX ADHESION,-1.8844179489423987,0.04383716005960862,allECs,1.3581575888848025
IRON ION HOMEOSTASIS,1.7190347003816777,0.04493108596521818,allECs,1.347453084567397
ORGANIC ACID TRANSMEMBRANE TRANSPORT,1.7015919258712247,0.04493108596521818,allECs,1.347453084567397
NEGATIVE REGULATION OF CELL ADHESION,1.6057719510230593,0.04493108596521818,allECs,1.347453084567397
CARTILAGE DEVELOPMENT,-1.6830218483745305,0.045293205516507166,allECs,1.3439669420932197
POSITIVE REGULATION OF SECRETION,1.6295136335372726,0.045293205516507166,allECs,1.3439669420932197
JNK CASCADE,1.6564799488484363,0.045982741598966724,allECs,1.3374051386385726
CATION TRANSPORT,1.5108685146615628,0.045982741598966724,allECs,1.3374051386385726
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION,1.6930281930556186,0.04641311579622506,allECs,1.3333592756299726
REGULATION OF CELL MORPHOGENESIS,1.538142600766128,0.04647320402042091,allECs,1.3327973847533106
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS,1.6875476232185354,0.04690675938970558,allECs,1.3287645697768449
REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,1.7212436018231507,0.04691425366725455,allECs,1.3286951882324287
REGULATION OF ION TRANSMEMBRANE TRANSPORT,1.6158546816145198,0.04697994884058207,allECs,1.3280874604887025
REGULATION OF PLATELET ACTIVATION,1.6963937595027578,0.04767012318066722,allECs,1.3217537258448286
POSITIVE REGULATION OF DEVELOPMENTAL GROWTH,-1.6611934773813952,0.04788806394005745,allECs,1.31977272063428
REGULATION OF PHOSPHATASE ACTIVITY,1.6877882474389156,0.04826523203036221,allECs,1.3163656016407923
POSITIVE REGULATION OF LIPID LOCALIZATION,1.682140821930395,0.0498125651909114,allECs,1.3026610928877258
INTEGRIN MEDIATED SIGNALING PATHWAY,1.657032585263729,0.0498125651909114,allECs,1.3026610928877258
CYTOPLASMIC TRANSLATION,3.213769852727242,1.0145074852048583e-4,EC1.1,3.993744744321938
ANTIGEN PROCESSING AND PRESENTATION,3.001228859755555,4.6223323931772627e-4,EC1.1,3.3351388274998723
LYMPHOCYTE MEDIATED IMMUNITY,3.051712022344784,4.694841183167437e-4,EC1.1,3.328379094439535
LEUKOCYTE MEDIATED IMMUNITY,3.0144524245151683,5.781317810503303e-4,EC1.1,3.2379731559398652
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,2.9864967556238,5.781317810503303e-4,EC1.1,3.2379731559398652
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS,2.949551590211569,5.781317810503303e-4,EC1.1,3.2379731559398652
POSITIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,2.8999865551500843,6.909253664063854e-4,EC1.1,3.1605688624788093
POSITIVE REGULATION OF CELL CELL ADHESION,2.999385036594604,8.093336947952258e-4,EC1.1,3.0918723783532585
REGULATION OF T CELL ACTIVATION,2.9380742460191,0.001311030536881684,EC1.1,2.882387192486302
ADAPTIVE IMMUNE RESPONSE,2.8392089966060507,0.0026915422228609674,EC1.1,2.569998802914354
POSITIVE REGULATION OF CELL ACTIVATION,2.8240061669420173,0.0026915422228609674,EC1.1,2.569998802914354
IMMUNE EFFECTOR PROCESS,2.5559786172486514,0.0026915422228609674,EC1.1,2.569998802914354
LEUKOCYTE CELL CELL ADHESION,2.8121695547647234,0.0028440226807503006,EC1.1,2.5460669444804487
REGULATION OF LYMPHOCYTE ACTIVATION,2.715992080739832,0.00315725792280225,EC1.1,2.500689938261629
POSITIVE REGULATION OF CELL ADHESION,2.6407809673175717,0.00315725792280225,EC1.1,2.500689938261629
REGULATION OF CELL CELL ADHESION,2.660413621768744,0.0034149969106533305,EC1.1,2.4666096848629224
IMMUNE RESPONSE,2.0767885720590535,0.00743691695285692,EC1.1,2.128607068198862
REGULATION OF CELL ACTIVATION,2.4578378325892967,0.008687407765786852,EC1.1,2.061109793282112
GASTRULATION,-2.219689922020284,0.008687407765786852,EC1.1,2.061109793282112
T CELL ACTIVATION,2.5553327298995514,0.010046664258365746,EC1.1,1.997978110846417
CIRCULATORY SYSTEM PROCESS,-2.122329613455875,0.010046664258365746,EC1.1,1.997978110846417
CELL CELL ADHESION,2.2791234683842343,0.011536474396646602,EC1.1,1.9379268934351774
PATTERN SPECIFICATION PROCESS,-2.18058288159776,0.01155815400986,EC1.1,1.9371115229526314
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS,2.2461002111105834,0.013977094832889062,EC1.1,1.8545830881868635
REGIONALIZATION,-2.192427052829962,0.013977094832889062,EC1.1,1.8545830881868635
POSITIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,-2.1631425443920556,0.015077093819320252,EC1.1,1.8216823627014138
EMBRYONIC ORGAN DEVELOPMENT,-1.980511689422221,0.01690423240775836,EC1.1,1.772004545019091
REGULATION OF CELL ADHESION,2.10887077942982,0.01857007753998697,EC1.1,1.7311862828451328
EMBRYONIC MORPHOGENESIS,-1.9767927760462636,0.01857007753998697,EC1.1,1.7311862828451328
VASCULAR PROCESS IN CIRCULATORY SYSTEM,-2.119368666715134,0.02094601117912766,EC1.1,1.6788986690141436
LYMPHOCYTE ACTIVATION,2.2633064314122695,0.02159366295543952,EC1.1,1.6656736815933946
NEGATIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,-2.0556670321974084,0.02593555823508838,EC1.1,1.5861043998466309
CELL ACTIVATION,2.077562892341259,0.029646834804921328,EC1.1,1.5280216665538189
REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,-2.0596687135922003,0.029646834804921328,EC1.1,1.5280216665538189
ANTERIOR POSTERIOR PATTERN SPECIFICATION,-2.015389476691997,0.033987565531807026,EC1.1,1.4686799420355654
CARDIAC MUSCLE CELL DIFFERENTIATION,-2.0354119323837656,0.03454051080353812,EC1.1,1.4616712441421096
REGULATION OF NEUROGENESIS,-1.987148813430109,0.03548328249908674,EC1.1,1.4499762111261176
EMBRYO DEVELOPMENT,-1.8268739451526228,0.03665890639834878,EC1.1,1.4358204949724571
REGULATION OF CARBOHYDRATE METABOLIC PROCESS,-1.985915984514001,0.0420425611878786,EC1.1,1.3763108350823838
POSITIVE REGULATION OF GENE EXPRESSION,-1.8582791881186551,0.04216762028896293,EC1.1,1.3750209075109558
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING,-1.8713634030510613,0.04254130249146458,EC1.1,1.371189217390596
REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE THREONINE KINASE SIGNALING PATHWAY,-1.986712584770325,0.04573736592189101,EC1.1,1.3397288506284457
POSITIVE REGULATION OF PROTEIN PHOSPHORYLATION,-1.8184017751541721,0.04682459484439078,EC1.1,1.3295259717232886
REGULATION OF CELL POPULATION PROLIFERATION,-1.7281344078436371,0.04682459484439078,EC1.1,1.3295259717232886
ANIMAL ORGAN MORPHOGENESIS,-3.4798397239879275,1.3722015647740806e-8,EC1.2,7.8625820897666685
EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION,-3.3473895487169263,1.3722015647740806e-8,EC1.2,7.8625820897666685
ENZYME LINKED RECEPTOR PROTEIN SIGNALING PATHWAY,-2.9460703148674323,1.3722015647740806e-8,EC1.2,7.8625820897666685
TISSUE DEVELOPMENT,-2.8399817140373624,1.3722015647740806e-8,EC1.2,7.8625820897666685
TUBE MORPHOGENESIS,-2.789120357998352,1.3722015647740806e-8,EC1.2,7.8625820897666685
CIRCULATORY SYSTEM DEVELOPMENT,-2.768731083756984,1.3722015647740806e-8,EC1.2,7.8625820897666685
REGULATION OF ANATOMICAL STRUCTURE MORPHOGENESIS,-2.7632523279082504,1.3722015647740806e-8,EC1.2,7.8625820897666685
TUBE DEVELOPMENT,-2.7580613706021437,1.3722015647740806e-8,EC1.2,7.8625820897666685
ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS,-2.7197452229272194,1.3722015647740806e-8,EC1.2,7.8625820897666685
BIOLOGICAL ADHESION,-2.625212462749398,1.3722015647740806e-8,EC1.2,7.8625820897666685
CELL MIGRATION,-2.5329020079454225,1.3722015647740806e-8,EC1.2,7.8625820897666685
LOCOMOTION,-2.526396008268663,1.3722015647740806e-8,EC1.2,7.8625820897666685
TISSUE MORPHOGENESIS,-3.018334496596601,1.7218812473946314e-8,EC1.2,7.763996803741606
VASCULATURE DEVELOPMENT,-2.6748648664503687,2.4691921371770108e-8,EC1.2,7.607445114657331
BLOOD VESSEL MORPHOGENESIS,-2.741329940244248,4.5833445991128826e-8,EC1.2,7.338817489063953
CELL SUBSTRATE ADHESION,-2.9769999994213783,9.192770383868623e-8,EC1.2,7.0365535875134695
CONNECTIVE TISSUE DEVELOPMENT,-3.2536360725758784,1.1481910018608515e-7,EC1.2,6.93998586093251
RESPONSE TO GROWTH FACTOR,-2.6904057065118003,2.9015811177834273e-7,EC1.2,6.537365283616327
CIRCULATORY SYSTEM PROCESS,-2.9156326426631733,3.8320083876086996e-7,EC1.2,6.416573548996367
CARTILAGE DEVELOPMENT,-3.159932782111992,6.495635384490392e-7,EC1.2,6.1873783610679975
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY,-2.6596250329123885,6.495635384490392e-7,EC1.2,6.1873783610679975
NEURON DIFFERENTIATION,-2.4780483025852202,9.305162006534183e-7,EC1.2,6.0312760612294705
INNATE IMMUNE RESPONSE,2.4551086911246207,1.7826405905915949e-6,EC1.2,5.748936208847558
CELL JUNCTION ORGANIZATION,-2.595329522378211,2.2543849728102345e-6,EC1.2,5.64697191912797
OUTFLOW TRACT MORPHOGENESIS,-2.921523491817289,2.3240371175225892e-6,EC1.2,5.633756940048267
EPITHELIUM DEVELOPMENT,-2.434684890497443,3.0693237652121637e-6,EC1.2,5.51295729793873
REGULATION OF VASCULATURE DEVELOPMENT,-2.8091482181077265,3.3396155605167717e-6,EC1.2,5.476303524073349
EMBRYO DEVELOPMENT,-2.3656635129341135,4.176124075101401e-6,EC1.2,5.379226606669733
NEUROGENESIS,-2.346444330514084,4.330526109322518e-6,EC1.2,5.363459338636046
HEART MORPHOGENESIS,-2.9243435721116118,4.436068916878828e-6,EC1.2,5.35300171545622
EMBRYONIC MORPHOGENESIS,-2.698644280456326,4.691334629339865e-6,EC1.2,5.328703588052073
SKELETAL SYSTEM DEVELOPMENT,-2.6983972158268217,1.4340013036606996e-5,EC1.2,4.843450453847862
