Description,NES,p.adjust,cell_type,negLog_padjust
GOBP REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,-2.0414901488749213,2.06051989440548e-5,EC,4.686023187987822
GOBP INTERLEUKIN 6 PRODUCTION,-2.5720634577539863,3.017496899617301e-5,EC,4.520353167454239
GOBP LEUKOCYTE CHEMOTAXIS,-2.5012396267802663,3.0356608889367863e-5,EC,4.517746744729498
GOBP ADAPTIVE IMMUNE RESPONSE,-2.4659817097103387,3.0356608889367863e-5,EC,4.517746744729498
GOBP POSITIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS,-2.0118501844502465,3.0356608889367863e-5,EC,4.517746744729498
GOBP CELL CHEMOTAXIS,-2.518196770260579,3.380367984478532e-5,EC,4.471036020157394
GOBP TISSUE DEVELOPMENT,-2.0827270373574387,3.422607137580136e-5,EC,4.465642948297961
GOBP REGULATION OF IMMUNE EFFECTOR PROCESS,-2.4575387921943426,3.778320753804664e-5,EC,4.422701176193336
GOBP LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,-2.5258146438870166,3.96977633966213e-5,EC,4.40123396104213
GOBP RESPONSE TO CHEMOKINE,-2.5219652067119123,4.145962550562639e-5,EC,4.382374625097308
GOBP LOCOMOTION,-2.0263517456946696,4.145962550562639e-5,EC,4.382374625097308
GOBP REGULATION OF INFLAMMATORY RESPONSE,-2.443102762715166,4.2994815009198864e-5,EC,4.366583915319662
GOBP REGULATION OF LEUKOCYTE CHEMOTAXIS,-2.5487308429806976,4.651572109922154e-5,EC,4.33240024210492
GOBP GRANULOCYTE CHEMOTAXIS,-2.5229670725500073,4.9115956420804174e-5,EC,4.3087773946441175
GOBP GRANULOCYTE MIGRATION,-2.5229670725500073,4.9115956420804174e-5,EC,4.3087773946441175
GOBP ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,-2.4862980450932075,4.9115956420804174e-5,EC,4.3087773946441175
GOBP TAXIS,-2.3433576053951435,4.9115956420804174e-5,EC,4.3087773946441175
GOBP LEUKOCYTE MEDIATED IMMUNITY,-2.471280661975847,4.9494388122391625e-5,EC,4.305444040372361
GOBP IMMUNE RESPONSE REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY,-2.4442909667810806,4.9494388122391625e-5,EC,4.305444040372361
GOBP MAPK CASCADE,-2.2621531860557433,5.138205271714997e-5,EC,4.289188549623517
GOBP NEGATIVE REGULATION OF CYTOKINE PRODUCTION,-2.445449147929355,5.143913657302461e-5,EC,4.288706329833407
GOBP MYELOID LEUKOCYTE MIGRATION,-2.4423387575461364,5.311463783821895e-5,EC,4.274785775409954
GOBP POSITIVE REGULATION OF RNA METABOLIC PROCESS,-2.001449534584353,5.86795580102505e-5,EC,4.231513166035848
GOBP PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,-2.4768326054618166,6.921763906780583e-5,EC,4.159783218062845
GOBP MYELOID LEUKOCYTE ACTIVATION,-2.41652748709067,7.138731187012245e-5,EC,4.146378971339522
GOBP CELLULAR RESPONSE TO INTERLEUKIN 1,-2.4671378737067373,8.385449032510098e-5,EC,4.076473676394821
GOBP BIOLOGICAL ADHESION,-2.1012383531852175,9.00956855914308e-5,EC,4.045296005565854
GOBP CYTOKINE MEDIATED SIGNALING PATHWAY,-2.364769294745819,1.0220821324946202e-4,EC,3.9905142037551347
GOBP POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,-2.3449632982785706,1.0529171400348557e-4,EC,3.9776058045424825
GOBP REGULATION OF RESPONSE TO STRESS,-2.0943785888881528,1.0529171400348557e-4,EC,3.9776058045424825
GOBP CELLULAR RESPONSE TO INTERFERON GAMMA,-2.4694901388414885,1.0928983163014211e-4,EC,3.961420243103812
GOBP NEGATIVE REGULATION OF RESPONSE TO STIMULUS,-1.964509137091729,1.0928983163014211e-4,EC,3.961420243103812
GOBP POSITIVE REGULATION OF LEUKOCYTE MIGRATION,-2.3909776081230047,1.094229106553064e-4,EC,3.9608917371483336
GOBP NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,-2.195439110085885,1.1776659447380228e-4,EC,3.9289778835144142
GOBP CELL MIGRATION,-2.0133929265286774,1.1783939590844067e-4,EC,3.928709492525772
GOBP TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,-2.440384126853402,1.2126498468584627e-4,EC,3.916264583741963
GOBP REGULATION OF CHEMOTAXIS,-2.3834912343283645,1.2126498468584627e-4,EC,3.916264583741963
GOBP POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,-2.0929988363145102,1.2483590642994971e-4,EC,3.9036604809874205
GOBP T CELL DIFFERENTIATION,-2.418482080157207,1.2678630264368514e-4,EC,3.896927662917896
GOBP ACTIVATION OF IMMUNE RESPONSE,-2.444682686579755,1.3215848902478963e-4,EC,3.8789049353077982
GOBP NEGATIVE REGULATION OF INFLAMMATORY RESPONSE,-2.372470211222229,1.3387438149672448e-4,EC,3.873302522607745
GOBP NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION,-2.4323017444199637,1.4579199679834985e-4,EC,3.8362663158103105
GOBP NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,-2.416878140066632,1.4620098662174335e-4,EC,3.8350496965783427
GOBP REGULATION OF DEFENSE RESPONSE,-2.2748805290630134,1.5096957743056534e-4,EC,3.82111056055572
GOBP REGULATION OF MONONUCLEAR CELL MIGRATION,-2.3913353565231117,1.6647534257500642e-4,EC,3.7786500827379745
GOBP REGULATION OF HYDROLASE ACTIVITY,-2.113135736582776,1.6647534257500642e-4,EC,3.7786500827379745
GOBP REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,-2.390067873991382,1.6767457402330643e-4,EC,3.7755327883095857
GOBP B CELL ACTIVATION,-2.3356932948066964,1.6767457402330643e-4,EC,3.7755327883095857
GOBP MONONUCLEAR CELL MIGRATION,-2.4150038373277813,1.7936437355839645e-4,EC,3.7462638149346486
GOBP POSITIVE REGULATION OF CATALYTIC ACTIVITY,-2.0583907334238236,1.8439579557426815e-4,EC,3.7342489855584833
GOBP LEUKOCYTE PROLIFERATION,-2.4106922376448092,2.0358004886106453e-4,EC,3.691264785736598
GOBP POSITIVE REGULATION OF HEMOPOIESIS,-2.3717926028114245,2.0894218244784814e-4,EC,3.6799738733036755
GOBP POSITIVE REGULATION OF NUCLEOBASE CONTAINING COMPOUND METABOLIC PROCESS,-1.9049689954729958,2.3598691714974535e-4,EC,3.6271120731619564
GOBP LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE,-2.3622314129644444,2.3696526800332998e-4,EC,3.625315303862765
GOBP REGULATION OF T CELL DIFFERENTIATION,-2.3612050514231977,2.449552617135036e-4,EC,3.6109132273299323
GOBP OSTEOCLAST DIFFERENTIATION,-2.358765877666713,2.5009362704951594e-4,EC,3.601897374932802
GOBP RESPONSE TO TUMOR NECROSIS FACTOR,-2.3611494562062294,2.503180223690773e-4,EC,3.60150788098039
GOBP REGULATION OF PHOSPHORUS METABOLIC PROCESS,-2.0187643861859415,2.5343724189315743e-4,EC,3.5961295664049158
GOBP REGULATION OF PROTEIN MODIFICATION PROCESS,-1.9671701520449791,2.659790384522647e-4,EC,3.5751525883434536
GOBP POSITIVE REGULATION OF CELL POPULATION PROLIFERATION,-2.130162371420207,2.821223896496971e-4,EC,3.5495624462251323
GOBP T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,-2.3521282029167447,3.1815165825497356e-4,EC,3.497365808812771
GOBP REGULATION OF CELLULAR COMPONENT MOVEMENT,-2.076498466092048,3.1815165825497356e-4,EC,3.497365808812771
GOBP POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION,-2.3795592786293045,3.4300556885948584e-4,EC,3.464698828921334
GOBP POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II,-2.0896434108302357,3.4449790067594743e-4,EC,3.4628134202806797
GOBP POSITIVE REGULATION OF CELL DIFFERENTIATION,-2.160766187979926,3.68810756080817e-4,EC,3.4331964215706114
GOBP PHOSPHORYLATION,-1.919142878148875,3.943881304493348e-4,EC,3.404076164110965
GOBP REGULATION OF GTPASE ACTIVITY,-2.251977253073593,4.0752251593498056e-4,EC,3.389848391154248
GOBP NEGATIVE REGULATION OF SIGNALING,-1.9899758294186018,4.4722546159721183e-4,EC,3.349473479011639
GOBP POSITIVE REGULATION OF HYDROLASE ACTIVITY,-2.13889543331828,4.478985193104528e-4,EC,3.348820373269451
GOBP REGULATION OF VESICLE MEDIATED TRANSPORT,-2.175002043338491,4.487804363820027e-4,EC,3.347966083473219
GOBP NEGATIVE REGULATION OF MOLECULAR FUNCTION,-2.012079144023909,4.604449602906659e-4,EC,3.336822276152588
GOBP NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II,-2.0896867031461026,4.727292714511425e-4,EC,3.325387505299957
GOBP REGULATION OF DNA TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS,-2.3397442250669167,5.114124565729832e-4,EC,3.2912286979854253
GOBP RESPONSE TO PEPTIDE,-2.1326703636238125,5.286665588421841e-4,EC,3.2768181603148414
GOBP POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS,-2.3175135264138653,5.700799378622384e-4,EC,3.2440642423304307
GOBP LYMPHOCYTE MIGRATION,-2.2810248217084568,6.177204443490536e-4,EC,3.2092080248221753
GOBP ALPHA BETA T CELL ACTIVATION,-2.3099853275691937,6.375342111910722e-4,EC,3.195496505273852
GOBP NEGATIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,-2.2747102626692284,6.464940323168991e-4,EC,3.1894354796680457
GOBP REGULATION OF ADAPTIVE IMMUNE RESPONSE,-2.277842815633073,6.517356025701162e-4,EC,3.1859285540122086
GOBP ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS,-2.2965570602096994,6.960161773664597e-4,EC,3.157380666051312
GOBP REGULATION OF PROTEIN PHOSPHORYLATION,-2.009832067906698,6.960161773664597e-4,EC,3.157380666051312
GOBP G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,-2.292505303005335,7.034469118414199e-4,EC,3.152768672592138
GOBP NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION,-2.2962080016012765,8.176229013860964e-4,EC,3.0874469525734565
GOBP POSITIVE REGULATION OF MOLECULAR FUNCTION,-1.875447271799159,8.176229013860964e-4,EC,3.0874469525734565
GOBP POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION,-2.259755557336619,8.252117711368721e-4,EC,3.083434585711818
GOBP POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION,-2.2673889806332554,8.949991185623544e-4,EC,3.048177392397713
GOBP NEGATIVE REGULATION OF CELL DIFFERENTIATION,-2.1636355427659546,8.949991185623544e-4,EC,3.048177392397713
GOBP RESPONSE TO ORGANIC CYCLIC COMPOUND,-2.0229472048075907,8.949991185623544e-4,EC,3.048177392397713
GOBP PROGRAMMED CELL DEATH,-1.8400760263041205,8.949991185623544e-4,EC,3.048177392397713
GOBP RESPONSE TO NITROGEN COMPOUND,-1.9471015700441716,8.984179643249892e-4,EC,3.0465215727203154
GOBP T CELL PROLIFERATION,-2.249838060189893,0.0010132909536709905,EC,2.99426583456984
GOBP REGULATION OF TRANSFERASE ACTIVITY,-2.022431252065422,0.0010132909536709905,EC,2.99426583456984
GOBP REGULATION OF T CELL PROLIFERATION,-2.2778536475302444,0.0010199099240386185,EC,2.991438182375728
GOBP RESPONSE TO INTERLEUKIN 1,-2.239591949593651,0.0010869955203238965,EC,2.9637722457045252
GOBP NEGATIVE REGULATION OF CELL POPULATION PROLIFERATION,-2.0541561209865224,0.0010869955203238965,EC,2.9637722457045252
GOBP POSITIVE REGULATION OF LOCOMOTION,-2.106383611107634,0.0011859618519923076,EC,2.925929280394767
GOBP RESPONSE TO WOUNDING,-2.072660314132184,0.0011859618519923076,EC,2.925929280394767
GOBP MONOCYTE CHEMOTAXIS,-2.2551317278057597,0.0012561663957861202,EC,2.900952828763391
GOBP REGULATION OF CELL DEATH,-1.8262675649342373,0.001272564109094323,EC,2.895320329600574
GOBP INTERLEUKIN 1 PRODUCTION,-2.198602663121362,0.0013204185621828876,EC,2.879288379072916
GOBP CELLULAR RESPONSE TO NITROGEN COMPOUND,-2.027245796455213,0.0015010615423976374,EC,2.8236015016436147
GOBP MUSCLE CELL PROLIFERATION,-2.1642124260632776,0.001526726804367065,EC,2.816238669538688
GOBP MACROPHAGE ACTIVATION,-2.2284592511702197,0.0015975134292975741,EC,2.7965554823117733
GOBP POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,-1.9548084082702795,0.0015975134292975741,EC,2.7965554823117733
GOBP POSITIVE REGULATION OF CHEMOTAXIS,-2.200999759808929,0.0016133986618644491,EC,2.792258307592092
GOBP RESPONSE TO INSULIN,-2.102744555617728,0.0016286898779757375,EC,2.7881616026809253
GOBP LYMPHOCYTE MEDIATED IMMUNITY,-2.167226251284954,0.0016989033555743149,EC,2.76983132585996
GOBP CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,-2.2017214612066924,0.0017113134047313612,EC,2.766670447804726
GOBP HOMEOSTATIC PROCESS,-1.8521171970834915,0.0017113134047313612,EC,2.766670447804726
GOBP LEUKOCYTE DEGRANULATION,-2.1676503761841572,0.0017170457810155378,EC,2.765218125236659
GOBP ALPHA BETA T CELL DIFFERENTIATION,-2.1666322611731603,0.0017276227008457385,EC,2.762551097986853
GOBP POSITIVE REGULATION OF GTPASE ACTIVITY,-2.211535388513782,0.001729123292457683,EC,2.7621740389267675
GOBP NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS,-1.93447074048245,0.001729123292457683,EC,2.7621740389267675
GOBP B CELL MEDIATED IMMUNITY,-2.221809820032026,0.0017333678657700318,EC,2.7611092589133355
GOBP POSITIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,-2.1894032035854196,0.0017816713893799192,EC,2.7491723939799617
GOBP NEGATIVE REGULATION OF CELL CELL ADHESION,-2.187609375289983,0.0018301037281114017,EC,2.7375242942751843
GOBP POSITIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,-2.1771242650846334,0.0020096880084933743,EC,2.6968713588514777
GOBP NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,-2.040551812360425,0.0020096880084933743,EC,2.6968713588514777
GOBP POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION,-2.1609885881525983,0.002309777516099787,EC,2.636429850490342
GOBP POSITIVE REGULATION OF MAPK CASCADE,-2.045985223623597,0.0023105542640362944,EC,2.6362838274937754
GOBP I KAPPAB KINASE NF KAPPAB SIGNALING,-2.0445383311783982,0.002569897708735157,EC,2.5900841628227855
GOBP NEGATIVE REGULATION OF HEMOPOIESIS,-2.1884245958019597,0.0026779083328402867,EC,2.5722042933520166
GOBP CELLULAR HOMEOSTASIS,-1.9457340873602913,0.00283673636298317,EC,2.547181024240072
GOBP NEGATIVE REGULATION OF CELL ADHESION,-2.12423225373375,0.0030056245889578934,EC,2.522065264975199
GOBP REGULATION OF PROTEIN KINASE ACTIVITY,-1.9811774119584777,0.0030683204665103627,EC,2.5130992830643977
GOBP SMOOTH MUSCLE CELL PROLIFERATION,-2.089180438675311,0.003185795510058094,EC,2.4967821041480533
GOBP NEGATIVE REGULATION OF DEFENSE RESPONSE,-2.078197054944193,0.0032091702505005807,EC,2.4936072424272027
GOBP NEGATIVE REGULATION OF CELL DEATH,-1.8781021557326611,0.0032091702505005807,EC,2.4936072424272027
GOBP CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,-2.1078513666350465,0.003258497711431094,EC,2.4869825796900775
GOBP PHAGOCYTOSIS,-2.071883740744513,0.0033318108250971266,EC,2.4773196651130225
GOBP REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,-2.117163503671781,0.0033526872170884844,EC,2.4746069614023094
GOBP POSITIVE REGULATION OF CELL DEATH,-2.053003327579697,0.003421555128650839,EC,2.4657764581882096
GOBP REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,-2.1567801967446694,0.003579219796617327,EC,2.4462116311637705
GOBP NIK NF KAPPAB SIGNALING,-2.1132897650632487,0.003579998064049812,EC,2.4461172082088383
GOBP MORPHOGENESIS OF AN EPITHELIUM,-2.0583424397586954,0.004172446841246169,EC,2.3796091877105536
GOBP CELLULAR ION HOMEOSTASIS,-2.0152209037312265,0.0042973906245092515,EC,2.3667951679920614
GOBP REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,-2.089501760575828,0.004459188999991506,EC,2.3507441199549732
GOBP WOUND HEALING,-1.972002687242718,0.004518551109481472,EC,2.3450008010362327
GOBP NEGATIVE REGULATION OF CATALYTIC ACTIVITY,-1.8809833974425325,0.004756594760537462,EC,2.322703846847728
GOBP RESPONSE TO PEPTIDE HORMONE,-2.0019529566082266,0.004917829635682722,EC,2.308226520242371
GOBP MYELOID LEUKOCYTE MEDIATED IMMUNITY,-2.0524898135912633,0.004966382308713653,EC,2.303959851802408
GOBP RESPONSE TO VIRUS,-2.106685463922131,0.004996591327276909,EC,2.3013261701825067
GOBP NEGATIVE REGULATION OF KINASE ACTIVITY,-2.07055830399171,0.004996591327276909,EC,2.3013261701825067
GOBP NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION,-2.111215446812821,0.005161129144858153,EC,2.287255273617989
GOBP TISSUE MORPHOGENESIS,-1.9562680006015147,0.005336801810982937,EC,2.27271892498256
GOBP MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,-2.0641817689183024,0.005476734777023515,EC,2.2614782902313677
GOBP REGULATION OF B CELL ACTIVATION,-2.0589816912308176,0.005487823153169126,EC,2.2605998923523773
GOBP NEGATIVE REGULATION OF TRANSFERASE ACTIVITY,-2.056326793613417,0.005587857366647518,EC,2.2527546880389764
GOBP REGULATION OF LYMPHOCYTE DIFFERENTIATION,-2.113705432996315,0.0056962108370345755,EC,2.2444139442893714
GOBP CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,-2.0028815012329546,0.0056962108370345755,EC,2.2444139442893714
GOBP POSITIVE REGULATION OF DEFENSE RESPONSE,-2.068207076010021,0.0058133678499461385,EC,2.2355721955113066
GOBP CELLULAR RESPONSE TO PEPTIDE,-1.9853711080622847,0.005819131736926344,EC,2.2351418108814194
GOBP MULTI MULTICELLULAR ORGANISM PROCESS,-2.100326942443282,0.006364927343177557,EC,2.1962065495338385
GOBP POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,-1.8002708298259162,0.0064108010332182665,EC,2.1930877017492887
GOBP REGULATION OF CELL MORPHOGENESIS,-1.9377742845626045,0.006471506719347188,EC,2.1889945935635806
GOBP REGULATION OF NIK NF KAPPAB SIGNALING,-2.0501869977223635,0.006509255920064533,EC,2.1864686532565645
GOBP NEGATIVE REGULATION OF DEVELOPMENTAL PROCESS,-1.8590223654801676,0.006524364868610409,EC,2.1854617594660404
GOBP METAL ION HOMEOSTASIS,-1.9268531884468234,0.007277193637842928,EC,2.138036068842762
GOBP REGULATION OF EXOCYTOSIS,-2.081636488115418,0.007541811159060452,EC,2.1225243461818915
GOBP IMMUNOGLOBULIN PRODUCTION,-2.0054363068238965,0.007577102701731949,EC,2.120496826186867
GOBP NEGATIVE REGULATION OF IMMUNE RESPONSE,-2.07787509658901,0.007839074179934052,EC,2.105735225872747
GOBP CIRCULATORY SYSTEM DEVELOPMENT,-1.7467072394213448,0.008483175814994562,EC,2.071441532091731
GOBP ION HOMEOSTASIS,-1.8641388427766301,0.008875825008701122,EC,2.0517912686870603
GOBP TOLL LIKE RECEPTOR SIGNALING PATHWAY,-2.0386151866474687,0.008980373648660342,EC,2.0467055931572578
GOBP REGULATION OF PHAGOCYTOSIS,-2.0055426980950073,0.009595041479703359,EC,2.0179531434540605
GOBP GLIOGENESIS,-2.0565818570645336,0.00961966163229463,EC,2.0168402038261934
GOBP REGULATED EXOCYTOSIS,-1.9597779222110479,0.00961966163229463,EC,2.0168402038261934
GOBP NEGATIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,-1.8874329830724283,0.00961966163229463,EC,2.0168402038261934
