Description,NES,p.adjust,cell_type,negLog_padjust
GOBP EPITHELIUM DEVELOPMENT,-1.8550048097161098,0.00961966163229463,EC,2.0168402038261934
GOBP CALCIUM MEDIATED SIGNALING,-2.061283494453292,0.009639386953719338,EC,2.015950585504111
GOBP NEGATIVE REGULATION OF PHOSPHORYLATION,-1.8776647561365416,0.010350277552477713,EC,1.9850480040337972
GOBP EXOCYTOSIS,-1.9819820525873215,0.010698722277708374,EC,1.9706680859479657
GOBP RESPONSE TO EXTRACELLULAR STIMULUS,-1.868506380429775,0.010698722277708374,EC,1.9706680859479657
GOBP MUSCLE STRUCTURE DEVELOPMENT,-1.8753721222192155,0.010928169853912345,EC,1.9614525634755378
GOBP CELLULAR RESPONSE TO INSULIN STIMULUS,-1.9568289222374549,0.011001451125117015,EC,1.958550026290379
GOBP POSITIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,-2.0301994068043863,0.011246166499675936,EC,1.9489954910422285
GOBP POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,-1.9780916930799972,0.011246166499675936,EC,1.9489954910422285
GOBP DIVALENT INORGANIC CATION HOMEOSTASIS,-1.9211810334512496,0.011591082119405958,EC,1.9358760173108724
GOBP NEGATIVE REGULATION OF TRANSPORT,-1.9008850431666098,0.011649388416532246,EC,1.9336968741484541
GOBP REGULATION OF REGULATED SECRETORY PATHWAY,-2.012057858201581,0.011956304673556583,EC,1.9224030266907604
GOBP NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS,-1.9039186984138752,0.011974267750120723,EC,1.92175103505789
GOBP NEGATIVE REGULATION OF BIOSYNTHETIC PROCESS,-1.6459808126098383,0.012009160878444797,EC,1.9204873371926494
GOBP LEUKOCYTE MEDIATED CYTOTOXICITY,-1.9680671708947879,0.012108129994567465,EC,1.9169229250444813
GOBP POSITIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,-1.803620216312354,0.01246337784519089,EC,1.9043642385181363
GOBP REGULATION OF VIRAL PROCESS,-1.9513394007539864,0.013086590284749745,EC,1.8831734942754796
GOBP CELL CELL SIGNALING,-1.7387662891485647,0.01392735235145023,EC,1.8561314369460868
GOBP REGULATION OF RESPONSE TO CYTOKINE STIMULUS,-1.9492022576815058,0.01465330801035384,EC,1.8340643214895764
GOBP B CELL DIFFERENTIATION,-1.928053457404656,0.015035556827558428,EC,1.8228804835822183
GOBP REGULATION OF CELL SHAPE,-1.9723282014107728,0.01576781165731889,EC,1.8022285762397514
GOBP POSITIVE REGULATION OF SIGNALING,-1.6141818934946308,0.01577675538744185,EC,1.8019823079845174
GOBP MAINTENANCE OF LOCATION,-1.8302742239049947,0.015905307340676408,EC,1.7984579345371128
GOBP PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,-1.9109383831733364,0.01705387600862005,EC,1.7681768989091786
GOBP REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,-1.8893848105001478,0.01705387600862005,EC,1.7681768989091786
GOBP HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,-1.9215490022835304,0.017550244942312155,EC,1.7557168178675464
GOBP STRESS ACTIVATED PROTEIN KINASE SIGNALING CASCADE,-1.8661045237157685,0.01762598700626567,EC,1.7538465543721429
GOBP NEGATIVE REGULATION OF LOCOMOTION,-1.9103501208875584,0.018174143640288735,EC,1.740546043800929
GOBP NEGATIVE REGULATION OF NF KAPPAB TRANSCRIPTION FACTOR ACTIVITY,-1.9133280577283882,0.019229791310093232,EC,1.7160254288851151
GOBP HEPATICOBILIARY SYSTEM DEVELOPMENT,-1.9080288208272111,0.01945499398002628,EC,1.7109688992442929
GOBP EPIDERMIS DEVELOPMENT,-1.8934634561833223,0.019728544996700875,EC,1.704904943293428
GOBP FAT CELL DIFFERENTIATION,-1.9168170353978224,0.0197649830885966,EC,1.7041035529138424
GOBP POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,-1.9061281772819303,0.01982442942193168,EC,1.7027993035045603
GOBP RESPONSE TO ENDOGENOUS STIMULUS,-1.571494375080393,0.02048484422078042,EC,1.6885673343377707
GOBP SECRETION,-1.7384800937468805,0.021347235473353765,EC,1.6706583593464943
GOBP NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION,-1.9103601537716068,0.021696632895922184,EC,1.6636076591553208
GOBP REGULATION OF SIGNALING RECEPTOR ACTIVITY,-1.8621495281237916,0.0217695407943847,EC,1.6621507318485775
GOBP REGULATION OF SECRETION,-1.8223724590506918,0.022181798909292824,EC,1.6540032361535348
GOBP EPITHELIAL TUBE MORPHOGENESIS,-1.9190101284830525,0.02270266810626644,EC,1.6439230998229157
GOBP NEGATIVE REGULATION OF SECRETION,-1.8738581174173043,0.02280299144643641,EC,1.6420081756548195
GOBP DEFENSE RESPONSE TO BACTERIUM,-1.9287847809229255,0.022844023135213276,EC,1.6412274086766594
GOBP CELLULAR RESPONSE TO STRESS,-1.5685693432925263,0.02298690815586845,EC,1.6385194393938611
GOBP SKIN DEVELOPMENT,-1.8999628335832988,0.023275555273254315,EC,1.6330999494772855
GOBP TISSUE REMODELING,-1.876479838412943,0.024257391573076707,EC,1.615155901174479
GOBP POSITIVE REGULATION OF PHAGOCYTOSIS,-1.8859984994476942,0.024624327391694924,EC,1.6086356233304442
GOBP TYPE I INTERFERON PRODUCTION,-1.8526937496158289,0.024624327391694924,EC,1.6086356233304442
GOBP ANION TRANSPORT,-1.8514764373457655,0.024624327391694924,EC,1.6086356233304442
GOBP REGULATION OF TRANSPORT,-1.58968198639434,0.02475274448651102,EC,1.606376641204452
GOBP POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION,-1.8457979747574131,0.025210869315827104,EC,1.5984121788155192
GOBP ANTIGEN PROCESSING AND PRESENTATION,-1.9075334237944468,0.02589921997170286,EC,1.5867133157290383
GOBP CONNECTIVE TISSUE DEVELOPMENT,-1.865369553787907,0.02589921997170286,EC,1.5867133157290383
GOBP POSITIVE REGULATION OF PROTEIN PHOSPHORYLATION,-1.7183380129375603,0.027990829662972845,EC,1.5529842286252673
GOBP VIRAL PROCESS,-1.8018996239587333,0.02930411776883995,EC,1.5330713489758294
GOBP EXPORT FROM CELL,-1.7436462808219346,0.02930411776883995,EC,1.5330713489758294
GOBP ANION TRANSMEMBRANE TRANSPORT,-1.8408009818534146,0.029304903438960476,EC,1.533059705300814
GOBP REGULATION OF RESPONSE TO BIOTIC STIMULUS,-1.8319400748701704,0.029735074772763544,EC,1.5267309650726313
GOBP CELL KILLING,-1.8049145325744116,0.030182015717367335,EC,1.5202517590701505
GOBP POSITIVE REGULATION OF PROTEIN MODIFICATION PROCESS,-1.70326238365396,0.03176655621965589,EC,1.498029864048095
GOBP IMPORT ACROSS PLASMA MEMBRANE,-1.808916284605927,0.03198582288425964,EC,1.4950424719123034
GOBP REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS,-1.8048894279341077,0.03227685550565299,EC,1.491108781975464
GOBP RECEPTOR SIGNALING PATHWAY VIA STAT,-1.877357382719232,0.03257789758480373,EC,1.4870769463252438
GOBP CARBOXYLIC ACID TRANSPORT,-1.8455743236239146,0.0336085908215098,EC,1.4735496967323198
GOBP NEGATIVE REGULATION OF GENE EXPRESSION,-1.6990897688967461,0.033725661589247405,EC,1.4720395221085052
GOBP REGULATION OF ION TRANSPORT,-1.7722349996610367,0.035201308522025965,EC,1.453441192393093
GOBP BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,-1.8287566301808185,0.0358740698797227,EC,1.4452193502256314
GOBP POSITIVE REGULATION OF TRANSPORT,-1.605739548505607,0.0358740698797227,EC,1.4452193502256314
GOBP NEGATIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,-1.7905227831859245,0.03769158051923545,EC,1.4237556509189098
GOBP PEPTIDYL TYROSINE MODIFICATION,-1.795221704761947,0.03869551807512253,EC,1.4123393344116804
GOBP REGULATION OF ERBB SIGNALING PATHWAY,-1.8256904577105606,0.03881071761101748,EC,1.4110483270712766
GOBP EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,-1.7920267121857811,0.04073601790393926,EC,1.3900214271490743
GOBP MACROPHAGE DIFFERENTIATION,-1.7786226257888127,0.04076747232610863,EC,1.3896862149362168
GOBP REGULATION OF CELLULAR RESPONSE TO STRESS,-1.6786831059708145,0.040951651877108926,EC,1.3877285753041977
GOBP REGULATION OF MACROAUTOPHAGY,-1.809536763713246,0.04149995918729271,EC,1.3819523303901309
GOBP POSITIVE REGULATION OF ION TRANSPORT,-1.8269135864539232,0.04217168639208272,EC,1.37497903175412
GOBP NEGATIVE REGULATION OF NUCLEOBASE CONTAINING COMPOUND METABOLIC PROCESS,-1.5674311660531968,0.04413925927469769,EC,1.3551749592489137
GOBP CELLULAR RESPONSE TO ENDOGENOUS STIMULUS,-1.5488359070285282,0.044311931608249505,EC,1.353479318157969
GOBP POSITIVE REGULATION OF PROTEIN METABOLIC PROCESS,-1.564409705757326,0.04448978535485613,EC,1.3517396895413785
GOBP REGULATION OF MIRNA TRANSCRIPTION,-1.8130300128989003,0.04472194199015706,EC,1.3494793460586367
GOBP POSITIVE REGULATION OF INFLAMMATORY RESPONSE,-1.7840170833595106,0.048088367685706214,EC,1.3179599643926503
GOBP ORGANIC ACID TRANSPORT,-1.7700927124405301,0.048088367685706214,EC,1.3179599643926503
GOBP REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,-1.7468577484630194,0.048088367685706214,EC,1.3179599643926503
GOBP TUBE MORPHOGENESIS,-1.6306101095251944,0.048088367685706214,EC,1.3179599643926503
GOBP RESPONSE TO ABIOTIC STIMULUS,-1.6073669231699803,0.048088367685706214,EC,1.3179599643926503
GOBP RESPONSE TO HORMONE,-1.6285661094091552,0.04986141917900315,EC,1.3022353645639237
GOBP ADENYLATE CYCLASE MODULATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,2.5565686143426527,0.011330082237701853,VSMC,1.9457669378638311
GOBP CELLULAR COMPONENT ASSEMBLY INVOLVED IN MORPHOGENESIS,-2.7337375105691195,0.03927471996468807,VSMC,1.4058869028691294
GOBP REGULATION OF NEUROTRANSMITTER TRANSPORT,2.3944332661962004,0.03927471996468807,VSMC,1.4058869028691294
GOBP REGULATION OF TRANS SYNAPTIC SIGNALING,2.2019111707619508,0.03927471996468807,VSMC,1.4058869028691294
GOBP G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,2.1518303414005104,0.0417699111688776,VSMC,1.379136448338118
GOBP CELLULAR RESPONSE TO KETONE,2.3127117371066466,0.04669265519317449,VSMC,1.3307514290686218
GOBP GRANULOCYTE CHEMOTAXIS,-3.4657973736481975,1.7363983853458508e-7,Macrophage,6.7603506266779085
GOBP NEUTROPHIL CHEMOTAXIS,-3.3525993458153107,1.0411971014660585e-6,Macrophage,5.982467049570724
GOBP CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,-3.3485526414532316,2.5574935593506074e-6,Macrophage,5.592185451317469
GOBP NEUTROPHIL MIGRATION,-3.262385034764822,2.5574935593506074e-6,Macrophage,5.592185451317469
GOBP DEFENSE RESPONSE,-2.775582357538099,2.83738947952504e-6,Macrophage,5.547081045875369
GOBP GRANULOCYTE MIGRATION,-3.3545436374120263,3.152198453355637e-6,Macrophage,5.501386448389284
GOBP IMMUNE RESPONSE,-2.684250429816689,4.228471175876734e-6,Macrophage,5.373816625507941
GOBP RESPONSE TO CYTOKINE,-2.9661599011283157,4.765558193224926e-6,Macrophage,5.321886222824303
GOBP BIOLOGICAL PROCESS INVOLVED IN INTERSPECIES INTERACTION BETWEEN ORGANISMS,-2.5412317697243614,6.426816775419417e-6,Macrophage,5.192004081380806
GOBP INFLAMMATORY RESPONSE,-2.9498964200182676,1.2114237130163529e-5,Macrophage,4.9167039294911445
GOBP TISSUE DEVELOPMENT,-2.6753005838064148,2.0908528963903566e-5,Macrophage,4.679676521239367
GOBP CELLULAR RESPONSE TO BIOTIC STIMULUS,-2.886145987494411,5.838289307436731e-5,Macrophage,4.233714388020456
GOBP RESPONSE TO CHEMOKINE,-2.9700691649983506,6.020764114512026e-5,Macrophage,4.220348387536676
GOBP CELL MIGRATION,-2.6533172595735324,6.020764114512026e-5,Macrophage,4.220348387536676
GOBP CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,-2.552055392418013,6.836323733267329e-5,Macrophage,4.165177379502703
GOBP CELLULAR RESPONSE TO LIPID,-2.8189285137818247,1.0461680153153255e-4,Macrophage,3.980398561869661
GOBP LOCOMOTION,-2.5113731096332406,1.0461680153153255e-4,Macrophage,3.980398561869661
GOBP CELL CHEMOTAXIS,-2.9740375786627533,1.1785019650292846e-4,Macrophage,3.9286696889982373
GOBP MYELOID LEUKOCYTE MIGRATION,-2.8675595009393304,1.8116960470507905e-4,Macrophage,3.7419146632604194
GOBP RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,-2.8075422126838436,2.1430558205118947e-4,Macrophage,3.668966516674193
GOBP LEUKOCYTE CHEMOTAXIS,-2.910186053763247,2.1485928108733998e-4,Macrophage,3.6678458817382316
GOBP CYTOKINE MEDIATED SIGNALING PATHWAY,-2.726523859147035,2.1485928108733998e-4,Macrophage,3.6678458817382316
GOBP REGULATION OF IMMUNE SYSTEM PROCESS,-2.477311429116455,2.1485928108733998e-4,Macrophage,3.6678458817382316
GOBP RESPONSE TO OXYGEN CONTAINING COMPOUND,-2.4028616402935663,2.1485928108733998e-4,Macrophage,3.6678458817382316
GOBP DEFENSE RESPONSE TO OTHER ORGANISM,-2.499450187820338,2.617495778151132e-4,Macrophage,3.5821140101370457
GOBP POSITIVE REGULATION OF CELL CELL ADHESION,-2.8266008809800494,3.6159844685177474e-4,Macrophage,3.4417734435870293
GOBP RESPONSE TO BACTERIUM,-2.620164113688857,3.6159844685177474e-4,Macrophage,3.4417734435870293
GOBP INNATE IMMUNE RESPONSE,-2.564440439677736,3.6159844685177474e-4,Macrophage,3.4417734435870293
GOBP RESPONSE TO LIPID,-2.5812256415299695,4.98676325412013e-4,Macrophage,3.302181249361309
GOBP TAXIS,-2.5954728232347404,5.927720214889455e-4,Macrophage,3.2271123030039583
GOBP REGULATION OF CELL CELL ADHESION,-2.592749733223695,5.927720214889455e-4,Macrophage,3.2271123030039583
GOBP REGULATION OF CELLULAR COMPONENT MOVEMENT,-2.4669303430036473,5.927720214889455e-4,Macrophage,3.2271123030039583
GOBP LEUKOCYTE MIGRATION,-2.645940458110557,8.462682118349106e-4,Macrophage,3.0724919721156008
GOBP PROGRAMMED CELL DEATH,-2.1076190728891553,9.214114661742097e-4,Macrophage,3.0355463876279414
GOBP REGULATION OF LEUKOCYTE MIGRATION,-2.580154429961083,0.0011102299970249083,Macrophage,2.9545870427523155
GOBP REGULATION OF CELL DEATH,-2.1490192511294235,0.0011102299970249083,Macrophage,2.9545870427523155
GOBP CELL CELL ADHESION,-2.555167024483986,0.001379017929621942,Macrophage,2.860430087206854
GOBP NEGATIVE REGULATION OF IMMUNE SYSTEM PROCESS,-2.525904821605344,0.001379017929621942,Macrophage,2.860430087206854
GOBP IMMUNE RESPONSE REGULATING SIGNALING PATHWAY,-2.4838055432878,0.001379017929621942,Macrophage,2.860430087206854
GOBP REGULATION OF CELL ACTIVATION,-2.395868212398269,0.001379017929621942,Macrophage,2.860430087206854
GOBP REGULATION OF RESPONSE TO EXTERNAL STIMULUS,-2.3228165206699054,0.001379017929621942,Macrophage,2.860430087206854
GOBP RESPONSE TO INTERFERON GAMMA,-2.643091236901906,0.0016478146365757824,Macrophage,2.7830916438767583
GOBP POSITIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,-2.5714515520722196,0.0016478146365757824,Macrophage,2.7830916438767583
GOBP MAPK CASCADE,-2.3617793797071784,0.0019270043238324196,Macrophage,2.7151173108689615
GOBP BIOLOGICAL ADHESION,-2.34111258808877,0.002101573615807779,Macrophage,2.6774553925349944
GOBP CELL ACTIVATION,-2.2730889105697027,0.002105994249617117,Macrophage,2.6765428189828993
GOBP CYTOKINE PRODUCTION,-2.3291652425387777,0.002658753170583612,Macrophage,2.5753219791893946
GOBP G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,-2.46005400146526,0.0027844420203487806,Macrophage,2.555261820871635
GOBP NEGATIVE REGULATION OF CELL DIFFERENTIATION,-2.3839039564509394,0.002924830231236005,Macrophage,2.5338993370269773
GOBP MUSCLE STRUCTURE DEVELOPMENT,-2.3932131234804994,0.003463187133997717,Macrophage,2.4605240406287687
GOBP POSITIVE REGULATION OF LOCOMOTION,-2.277985583832987,0.003463187133997717,Macrophage,2.4605240406287687
GOBP CELLULAR HOMEOSTASIS,-2.330215981373645,0.0035057789912429976,Macrophage,2.4552154658546015
GOBP NEGATIVE REGULATION OF CELL DEATH,-2.2076870158054023,0.0035664798755626792,Macrophage,2.447760222212971
GOBP POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS,-2.300955389812012,0.0036362932627785117,Macrophage,2.4393410986980064
GOBP POSITIVE REGULATION OF CELL ADHESION,-2.399636204447369,0.003694275531842171,Macrophage,2.432470716503755
GOBP REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,-2.0012838858005804,0.003694275531842171,Macrophage,2.432470716503755
GOBP POSITIVE REGULATION OF LEUKOCYTE MIGRATION,-2.603691202377761,0.004310371288507978,Macrophage,2.365485318793987
GOBP ERK1 AND ERK2 CASCADE,-2.4163075213229783,0.004433224548810124,Macrophage,2.353280270541553
GOBP RESPONSE TO ORGANIC CYCLIC COMPOUND,-2.1924644693606847,0.004451654485086602,Macrophage,2.3514785507711604
GOBP LEUKOCYTE CELL CELL ADHESION,-2.4034380066914367,0.004452571025485524,Macrophage,2.351389144131891
GOBP MACROPHAGE ACTIVATION,-2.4177440188499517,0.004652524809921696,Macrophage,2.332311302284598
GOBP CELLULAR RESPONSE TO INTERFERON GAMMA,-2.327644678333658,0.004652524809921696,Macrophage,2.332311302284598
GOBP MONONUCLEAR CELL MIGRATION,-2.3115139917447656,0.0048386960316082,Macrophage,2.3152716595490856
GOBP EPITHELIUM DEVELOPMENT,-2.17479654481357,0.00544534435962433,Macrophage,2.2639746505719875
GOBP POSITIVE REGULATION OF CELL ACTIVATION,-2.332953066962828,0.0058955038542984894,Macrophage,2.229479072368626
GOBP CELLULAR ION HOMEOSTASIS,-2.30370327738909,0.006011393890194411,Macrophage,2.2210248144147835
GOBP PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,-2.2852348335698642,0.006043543501303445,Macrophage,2.2187083475018254
GOBP NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,-2.2524829451712636,0.006043543501303445,Macrophage,2.2187083475018254
GOBP RESPONSE TO INTERLEUKIN 1,-2.3739359343753215,0.006267452434705375,Macrophage,2.2029089533288
GOBP REGULATION OF IMMUNE RESPONSE,-2.092047908233628,0.006452829219472274,Macrophage,2.1902498287751433
GOBP POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,-2.0414392520762683,0.006633158605433701,Macrophage,2.1782796181635358
GOBP NEGATIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,-2.298571336012225,0.006660792316727156,Macrophage,2.1764741074188825
GOBP MUSCLE CELL PROLIFERATION,-2.340274864070056,0.007355884762915109,Macrophage,2.1333650830258706
GOBP RESPONSE TO TUMOR NECROSIS FACTOR,-2.2294458005309346,0.007418185224845994,Macrophage,2.1297023269626205
GOBP NEGATIVE REGULATION OF RESPONSE TO STIMULUS,-1.9484580877550244,0.007479258690003314,Macrophage,2.126141445289999
GOBP POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE,-2.29844365386078,0.007869345093160231,Macrophage,2.1040614092243564
GOBP CIRCULATORY SYSTEM PROCESS,-2.29466071054245,0.008985851853595841,Macrophage,2.046440745735894
GOBP T CELL RECEPTOR SIGNALING PATHWAY,-2.288336757008989,0.009180683017116813,Macrophage,2.0371250073030756
GOBP CIRCULATORY SYSTEM DEVELOPMENT,-2.034729153468139,0.009208749039408423,Macrophage,2.0357993624395863
GOBP REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,-2.2586421954732936,0.011100637233080368,Macrophage,1.954652089783883
GOBP RESPONSE TO CORTICOSTEROID,-2.255567524830252,0.011100637233080368,Macrophage,1.954652089783883
GOBP CELLULAR RESPONSE TO ORGANIC CYCLIC COMPOUND,-2.1697105988812178,0.012117207531921166,Macrophage,1.916597453866861
GOBP EPITHELIAL CELL DIFFERENTIATION,-2.123410131687342,0.012525942422905709,Macrophage,1.9021895889201816
GOBP WOUND HEALING,-2.153014049422414,0.012588998187483602,Macrophage,1.9000088289833899
GOBP SMOOTH MUSCLE CELL PROLIFERATION,-2.2438764575295944,0.013045832613687894,Macrophage,1.8845281980516158
GOBP REGULATION OF SYSTEM PROCESS,-2.1256456249075,0.013109637780646076,Macrophage,1.8824093077027353
GOBP HUMORAL IMMUNE RESPONSE,-2.1646991476037263,0.013264623699343765,Macrophage,1.8773050658939854
GOBP POSITIVE REGULATION OF MAPK CASCADE,-2.139046586295954,0.013264623699343765,Macrophage,1.8773050658939854
GOBP RESPONSE TO VIRUS,-2.1337956523131014,0.013264623699343765,Macrophage,1.8773050658939854
GOBP REGULATION OF CELL DIFFERENTIATION,-1.988226616832012,0.013264623699343765,Macrophage,1.8773050658939854
GOBP REGULATION OF CELL POPULATION PROLIFERATION,-1.887889247755302,0.013264623699343765,Macrophage,1.8773050658939854
GOBP REGULATION OF CELL ADHESION,-2.0904414702547864,0.013786556891597272,Macrophage,1.8605441826775404
GOBP DIVALENT INORGANIC CATION HOMEOSTASIS,-2.198339506861677,0.013972331351632245,Macrophage,1.8547311236871888
GOBP NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,-2.2195927312613053,0.014285177282023321,Macrophage,1.8451143655628819
GOBP REGULATION OF CHEMOTAXIS,-2.1530087562397147,0.015019803941379826,Macrophage,1.8233357362887477
GOBP CELLULAR RESPONSE TO VIRUS,-2.1825823361203467,0.015262767686711485,Macrophage,1.8163667060877031
GOBP RESPONSE TO WOUNDING,-2.165984266118126,0.015316906694055258,Macrophage,1.8148289332247194
GOBP NEGATIVE REGULATION OF INFLAMMATORY RESPONSE,-2.1393978034894494,0.015434882070108586,Macrophage,1.8114966843870528
GOBP REGULATION OF VIRAL PROCESS,-2.1620834917189566,0.016911099863916174,Macrophage,1.771828145844238
GOBP ADAPTIVE IMMUNE RESPONSE,-2.089597243269416,0.016911099863916174,Macrophage,1.771828145844238
GOBP TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,-2.177663148352521,0.01790985744287994,Macrophage,1.7469078709916719
GOBP INTERLEUKIN 6 PRODUCTION,-2.311895897194446,0.018230910858198526,Macrophage,1.7391916324526928
GOBP REGULATION OF RESPONSE TO WOUNDING,-2.163892064549693,0.01829083969902893,Macrophage,1.7377663563998118
GOBP HOMEOSTATIC PROCESS,-1.781538221001117,0.018782768485868365,Macrophage,1.726240394523465
GOBP POSITIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,-2.13550461910487,0.01893047800433764,Macrophage,1.7228384197379885
GOBP POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,-2.0615991606772033,0.019602837281716724,Macrophage,1.7076810650407457
GOBP POSITIVE REGULATION OF GENE EXPRESSION,-1.9352712139015837,0.01986351052514249,Macrophage,1.7019439951675863
GOBP POSITIVE REGULATION OF CHEMOTAXIS,-2.0579348980878684,0.020625857130452174,Macrophage,1.6855879948124144
GOBP IMMUNE EFFECTOR PROCESS,-2.0558024265433974,0.020655333614350672,Macrophage,1.684967786129104
GOBP NEGATIVE REGULATION OF DEFENSE RESPONSE,-2.1464007027380014,0.022985187291980784,Macrophage,1.6385519531039103
GOBP MUSCLE ORGAN DEVELOPMENT,-2.1338452387861353,0.022985187291980784,Macrophage,1.6385519531039103
GOBP HEART PROCESS,-2.045179221789001,0.022985187291980784,Macrophage,1.6385519531039103
GOBP REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,-2.0145912867274913,0.023387670174272422,Macrophage,1.631013039450091
GOBP DETECTION OF STIMULUS,-2.0836210995527553,0.023429665612557948,Macrophage,1.630233909595833
GOBP ION HOMEOSTASIS,-2.0107977775988775,0.023787276438119644,Macrophage,1.6236552803506301
GOBP POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,-1.8875399718417296,0.02414512410557107,Macrophage,1.617170557990859
GOBP POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,-1.8739690783094882,0.026479237145193825,Macrophage,1.577094530879057
GOBP NEGATIVE REGULATION OF DEVELOPMENTAL PROCESS,-1.9235607287360468,0.028030848236111947,Macrophage,1.5523637599390034
GOBP REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,-2.02273768055223,0.03076117541938918,Macrophage,1.5119970736689958
GOBP REGULATION OF INFLAMMATORY RESPONSE,-1.950148719919495,0.031026347173630075,Macrophage,1.5082693522185457
GOBP POSITIVE REGULATION OF CYTOKINE PRODUCTION,-1.9603103930865355,0.031461390206708184,Macrophage,1.50222209081119
GOBP POSITIVE REGULATION OF SIGNALING,-1.7412722068512922,0.031786358648502405,Macrophage,1.4977592207307118
GOBP CHEMICAL HOMEOSTASIS,-1.8620259033861117,0.03343983828795,Macrophage,1.4757358314369922
GOBP NEGATIVE REGULATION OF MOLECULAR FUNCTION,-1.9094111795627662,0.033567404904265234,Macrophage,1.4740822327562193
GOBP VASCULATURE DEVELOPMENT,-1.8897563772004602,0.03406656285615575,Macrophage,1.4676716823378202
GOBP ENDOTHELIUM DEVELOPMENT,-2.0235991704617655,0.03770478061895615,Macrophage,1.423603581762221
GOBP NEGATIVE REGULATION OF CELL ACTIVATION,-2.028031253240979,0.03773803696365579,Macrophage,1.423220694473818
GOBP NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,-2.0264144536122806,0.03803597702296235,Macrophage,1.4198054236253013
GOBP REGULATION OF HEART CONTRACTION,-2.0181024827897676,0.03829272214083542,Macrophage,1.416883759567108
GOBP SKELETAL MUSCLE ORGAN DEVELOPMENT,-1.9898715729391954,0.03897379203278856,Macrophage,1.4092273366041417
GOBP REGULATION OF CALCIUM ION TRANSPORT,-1.9447000831687944,0.0389922160780761,Macrophage,1.4090220814796193
GOBP RECEPTOR SIGNALING PATHWAY VIA STAT,-1.9847136977239639,0.03907485212080762,Macrophage,1.4081026568977395
GOBP VIRAL PROCESS,-1.8749168541425276,0.040685319986284246,Macrophage,1.3905622639689441
GOBP LEUKOCYTE MEDIATED IMMUNITY,-1.9629484635538297,0.041358076592928006,Macrophage,1.3834396668314597
GOBP METAL ION HOMEOSTASIS,-1.9300422574025393,0.043551673629214395,Macrophage,1.3609951510129996
GOBP REGULATION OF T CELL ACTIVATION,-1.8649881756212894,0.043551673629214395,Macrophage,1.3609951510129996
GOBP VIRAL GENOME REPLICATION,-1.961327879441445,0.043645764871455765,Macrophage,1.360057891298414
GOBP EXTRINSIC APOPTOTIC SIGNALING PATHWAY,-1.9996597496661372,0.04439128727979601,Macrophage,1.352702260912771
GOBP REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT,-1.7446108365698507,0.04439128727979601,Macrophage,1.352702260912771
GOBP NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II,-1.8490098909390698,0.04574152651852525,Macrophage,1.3396893459052748
