Description,NES,p.adjust,cell_type,negLog_padjust
GOBP INTERLEUKIN 12 PRODUCTION,2.0134377121630993,0.002848103646970253,EC,2.5454442100884873
GOBP CELL SUBSTRATE ADHESION,-1.7920606330581004,0.002848103646970253,EC,2.5454442100884873
GOBP POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,2.086700210079433,0.002968632665702682,EC,2.5274435380482854
GOBP POSITIVE REGULATION OF ALPHA BETA T CELL ACTIVATION,2.052600633800645,0.002968632665702682,EC,2.5274435380482854
GOBP POSITIVE REGULATION OF B CELL ACTIVATION,2.0634848859887946,0.0030981617937502425,EC,2.5088959060415745
GOBP ENDODERMAL CELL DIFFERENTIATION,-2.22638171620665,0.003145995753807527,EC,2.502241867885397
GOBP INTERFERON BETA PRODUCTION,2.0472390378314085,0.003237011731621373,EC,2.4898557266186834
GOBP I KAPPAB KINASE NF KAPPAB SIGNALING,1.8447280974752827,0.003237011731621373,EC,2.4898557266186834
GOBP CELLULAR RESPONSE TO LIPID,1.7275880388949312,0.003237011731621373,EC,2.4898557266186834
GOBP CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,1.5883939043595068,0.003237011731621373,EC,2.4898557266186834
GOBP MORPHOGENESIS OF AN EPITHELIUM,-1.749091617571682,0.0034139075348548187,EC,2.4667482458592875
GOBP REGULATION OF SECRETION,1.7438860403061622,0.0035466463947132834,EC,2.450182109097847
GOBP NEGATIVE REGULATION OF CELL POPULATION PROLIFERATION,1.6586857011070895,0.003602674975557072,EC,2.443374917086214
GOBP REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,2.012980078811213,0.003632718659059751,EC,2.439768235374045
GOBP PEPTIDYL PROLINE MODIFICATION,-2.2760977023555733,0.0038943588587438413,EC,2.4095640314520077
GOBP SUPEROXIDE METABOLIC PROCESS,2.0392836901756506,0.0038943588587438413,EC,2.4095640314520077
GOBP REGULATION OF CELL ADHESION,1.6388867265851388,0.0038943588587438413,EC,2.4095640314520077
GOBP CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1.8888223576194998,0.004347681879739824,EC,2.361742240788127
GOBP ICOSANOID METABOLIC PROCESS,1.9545862134405234,0.0043950894703607855,EC,2.3570322796144456
GOBP POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,1.9594751405426727,0.004634923385765592,EC,2.333957440249632
GOBP NEGATIVE REGULATION OF DEFENSE RESPONSE,1.8519815693875847,0.004634923385765592,EC,2.333957440249632
GOBP POSITIVE REGULATION OF CELL DEATH,1.7151089719414685,0.004634923385765592,EC,2.333957440249632
GOBP CELL JUNCTION ASSEMBLY,-1.7674555014936557,0.0046510313628371465,EC,2.3324507319438297
GOBP ENDODERM FORMATION,-2.2574298163741995,0.0047081478956658065,EC,2.3271499032494347
GOBP RESPONSE TO EXTRACELLULAR STIMULUS,1.7702124824621948,0.0047309079945576935,EC,2.3250554979130573
GOBP GLIAL CELL DEVELOPMENT,2.0451920276778317,0.004974823525864825,EC,2.303222320566992
GOBP REGULATION OF ION TRANSPORT,1.7144590481184276,0.004974823525864825,EC,2.303222320566992
GOBP T CELL RECEPTOR SIGNALING PATHWAY,1.8793592190468105,0.004996735844910945,EC,2.301313609158551
GOBP NIK NF KAPPAB SIGNALING,1.8907938035811311,0.005196188415384233,EC,2.284315109662499
GOBP NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,1.96688832651371,0.0052437572031831655,EC,2.280357425250242
GOBP NEGATIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,1.9485708603196463,0.0052437572031831655,EC,2.280357425250242
GOBP POSITIVE REGULATION OF HYDROLASE ACTIVITY,1.6777789215513212,0.005335665240242795,EC,2.272811425882349
GOBP REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,1.931132200388038,0.005765292315305417,EC,2.239178667951989
GOBP REGULATION OF EXOCYTOSIS,1.9030672988331057,0.005765292315305417,EC,2.239178667951989
GOBP HEART MORPHOGENESIS,-1.8251059025657235,0.005765292315305417,EC,2.239178667951989
GOBP REGULATION OF CALCIUM ION TRANSPORT,1.9022120976491415,0.00579244886061906,EC,2.23713779174584
GOBP TYPE I INTERFERON PRODUCTION,1.9393378247621156,0.006180383557164597,EC,2.2089845715792973
GOBP PEPTIDYL TYROSINE MODIFICATION,1.7511006524493427,0.006351362303954136,EC,2.197133112875763
GOBP BLOOD VESSEL MORPHOGENESIS,-1.5662546368985564,0.006605540282321329,EC,2.180091654652842
GOBP POSITIVE REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,1.8402616742652937,0.0070761370624437365,EC,2.150203763539803
GOBP MYELOID CELL DEVELOPMENT,1.922533132311704,0.007088614685122866,EC,2.1494386298932633
GOBP REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1.968377554172344,0.007608544377843665,EC,2.118698421959753
GOBP ACTIVATION OF INNATE IMMUNE RESPONSE,1.9174452040373138,0.00762593691776095,EC,2.1177067915592844
GOBP ACTOMYOSIN STRUCTURE ORGANIZATION,-1.973165109180674,0.007774066506664486,EC,2.1093517483260737
GOBP REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,1.8555361184027699,0.007826972785010702,EC,2.10640617625297
GOBP POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,1.9917218176661464,0.007999935520084303,EC,2.0969135134311108
GOBP POSITIVE REGULATION OF CATALYTIC ACTIVITY,1.512761196157621,0.007999935520084303,EC,2.0969135134311108
GOBP POSITIVE REGULATION OF T CELL PROLIFERATION,1.9725857625879835,0.008191998433184215,EC,2.08661013943215
GOBP CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,1.9556211668745915,0.008235078556688159,EC,2.0843322536194897
GOBP REGULATION OF LYMPHOCYTE MIGRATION,1.9391982584948462,0.008235078556688159,EC,2.0843322536194897
GOBP EMBRYO DEVELOPMENT,-1.5432419105308153,0.008235078556688159,EC,2.0843322536194897
GOBP NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,1.564550540140785,0.009325032207077826,EC,2.0303496595372885
GOBP REGULATION OF ENDOCYTOSIS,1.8366785609238871,0.009525536169090989,EC,2.0211105695920772
GOBP T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE,1.9625432658633715,0.009526000312553136,EC,2.021089408574995
GOBP POSITIVE REGULATION OF TRANSMEMBRANE TRANSPORT,1.8230177066205524,0.009741850976358648,EC,2.01135851822967
GOBP VACUOLAR LOCALIZATION,1.9544442201234378,0.009941182385843668,EC,2.0025619583483016
GOBP REGULATION OF CELL SHAPE,1.814777309884685,0.009946988272838929,EC,2.0023083940764037
GOBP CHEMICAL HOMEOSTASIS,1.5501795182438478,0.010590184876028034,EC,1.9750964582175405
GOBP POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS,1.826882845082731,0.010628691852639989,EC,1.9735201838435759
GOBP BONE RESORPTION,1.9172266626270247,0.0110580669113379,EC,1.9563207865136771
GOBP IMPORT ACROSS PLASMA MEMBRANE,1.870300409443712,0.011304391478254478,EC,1.9467528110054129
GOBP REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,1.82916838614161,0.011322229350620388,EC,1.9460680520039768
GOBP HEART DEVELOPMENT,-1.5305854688782015,0.01135164407655799,EC,1.9449412343590855
GOBP HOMEOSTATIC PROCESS,1.4804093595544017,0.011942154679142255,EC,1.922917307977309
GOBP REGULATION OF RESPONSE TO STRESS,1.4785400563758153,0.011942154679142255,EC,1.922917307977309
GOBP INOSITOL LIPID MEDIATED SIGNALING,1.787765673483102,0.012082471632315456,EC,1.9178442158409192
GOBP REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,1.9282011126099503,0.012344213434960656,EC,1.9085365778048964
GOBP BONE REMODELING,1.9283005395427648,0.012472611140611578,EC,1.9040426174718217
GOBP UROGENITAL SYSTEM DEVELOPMENT,-1.747297127474376,0.012703385532959466,EC,1.8960805213794283
GOBP RESPONSE TO TUMOR NECROSIS FACTOR,1.7436169963966386,0.012774020455707021,EC,1.89367239271901
GOBP TUBE MORPHOGENESIS,-1.4522797071156697,0.012879874515872424,EC,1.8900883681353406
GOBP POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION,1.8541277835477565,0.012916994334916304,EC,1.8888385308935065
GOBP ENDODERM DEVELOPMENT,-2.0570231228217164,0.013127807219245927,EC,1.8818078094863804
GOBP REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1.7739771780694664,0.013298862716666617,EC,1.8761854971528114
GOBP VASCULATURE DEVELOPMENT,-1.5188375705802746,0.01337614069504285,EC,1.8736691718159897
GOBP DEFENSE RESPONSE TO GRAM POSITIVE BACTERIUM,1.9169647682064697,0.013930412501040606,EC,1.856036023254911
GOBP REGULATION OF ACTIN CYTOSKELETON REORGANIZATION,1.8445940172614832,0.013930412501040606,EC,1.856036023254911
GOBP LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,1.879241107170873,0.014001918108891526,EC,1.8538124666755404
GOBP POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1.911848745811188,0.01437741269875563,EC,1.8423192608064887
GOBP POSITIVE REGULATION OF ION TRANSPORT,1.8106439433351078,0.014563174386112435,EC,1.8367439500154263
GOBP POSITIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,1.5406203579429159,0.014738628019760511,EC,1.8315429419301004
GOBP REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1.9089112584246677,0.015037134315970072,EC,1.8228349210145185
GOBP POSITIVE REGULATION OF CALCIUM ION TRANSPORT,1.849469008281823,0.015598876070899182,EC,1.8069066922731647
GOBP ACUTE INFLAMMATORY RESPONSE,1.8809129112606813,0.01575503621482764,EC,1.80258059421123
GOBP APOPTOTIC CELL CLEARANCE,1.8777963812562284,0.01622476862895354,EC,1.789821487679224
GOBP CELL ADHESION MEDIATED BY INTEGRIN,1.8561132491257326,0.01622476862895354,EC,1.789821487679224
GOBP NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS,1.8263809338562036,0.016271090030859258,EC,1.7885833518861198
GOBP ANTIMICROBIAL HUMORAL RESPONSE,1.8260588503720938,0.0162763999159545,EC,1.7884416479439338
GOBP CARDIAC CHAMBER DEVELOPMENT,-1.8365299592264577,0.016508085957390728,EC,1.7823032784229667
GOBP CALCIUM ION TRANSPORT,1.7168738947444961,0.016508085957390728,EC,1.7823032784229667
GOBP POSITIVE REGULATION OF LOCOMOTION,1.5487943873246866,0.016508085957390728,EC,1.7823032784229667
GOBP NEGATIVE REGULATION OF SECRETION,1.8265468893277415,0.01690557117014041,EC,1.771970151615174
GOBP NEGATIVE REGULATION OF GENE EXPRESSION,1.5244646168496532,0.016984866067951163,EC,1.7699378733555717
GOBP REGULATION OF HYDROLASE ACTIVITY,1.5048948613778181,0.017061104073231883,EC,1.767992867811098
GOBP CELLULAR RESPONSE TO INORGANIC SUBSTANCE,1.7490360898505588,0.017252482406397738,EC,1.7631484068031853
GOBP CELLULAR RESPONSE TO EXTERNAL STIMULUS,1.739016210150314,0.017252482406397738,EC,1.7631484068031853
GOBP CELLULAR RESPONSE TO EXTRACELLULAR STIMULUS,1.7593927366336672,0.017263026608171177,EC,1.76288306006953
GOBP TUBE DEVELOPMENT,-1.3056150997549443,0.017263026608171177,EC,1.76288306006953
GOBP DEFENSE RESPONSE TO SYMBIONT,1.7094115823287959,0.01769982781432221,EC,1.7520309584773717
GOBP SKELETAL SYSTEM MORPHOGENESIS,-1.8474875650426343,0.017825592164913494,EC,1.7489560340044217
GOBP MACROPHAGE DIFFERENTIATION,1.8285308527258395,0.017825592164913494,EC,1.7489560340044217
GOBP REGULATION OF MACROPHAGE ACTIVATION,1.8277305777927393,0.017825592164913494,EC,1.7489560340044217
GOBP POSITIVE REGULATION OF NEURON DEATH,1.8122381991856522,0.017919584974505645,EC,1.7466720530092334
GOBP NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,1.8066230937001075,0.017919584974505645,EC,1.7466720530092334
GOBP REGULATION OF METAL ION TRANSPORT,1.6721298745443636,0.017919584974505645,EC,1.7466720530092334
GOBP REGULATION OF PHOSPHORUS METABOLIC PROCESS,1.41558788887465,0.018333151115275288,EC,1.7367628817721672
GOBP POSITIVE REGULATION OF INNATE IMMUNE RESPONSE,1.8364204939936164,0.018365483970112156,EC,1.7359976225716323
GOBP REGULATION OF LIPID LOCALIZATION,1.7730878525026723,0.019016204905468476,EC,1.7208761515977755
GOBP POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,1.8026795878353756,0.01944283191093095,EC,1.7112404784160211
GOBP RESPONSE TO INTERLEUKIN 1,1.7443295763914008,0.01944283191093095,EC,1.7112404784160211
GOBP CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS,1.7996121936828187,0.02005129210247195,EC,1.697857636266097
GOBP REGULATION OF T CELL MEDIATED IMMUNITY,1.833454261549529,0.02029740242298692,EC,1.6925595377294298
GOBP MAINTENANCE OF LOCATION,1.6884446184099071,0.02048177927532324,EC,1.688632318404715
GOBP BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE,-1.7679453420549975,0.020703110033701476,EC,1.6839644096628534
GOBP PLACENTA DEVELOPMENT,1.792934581819414,0.020944353479288122,EC,1.6789330411137522
GOBP POSITIVE REGULATION OF CELL POPULATION PROLIFERATION,1.5154606560684238,0.021427571661488863,EC,1.6690270437865353
GOBP SECOND MESSENGER MEDIATED SIGNALING,1.7460755258070775,0.021491284969944267,EC,1.6677376171436087
GOBP POSITIVE REGULATION OF MOLECULAR FUNCTION,1.4046367168578822,0.022512075287037085,EC,1.6475844674977227
GOBP NEGATIVE REGULATION OF RESPONSE TO STIMULUS,1.4028444720160085,0.023177365860092676,EC,1.6349359237404995
GOBP PHOSPHORYLATION,1.3771557542875703,0.02420278916044025,EC,1.6161345824828415
GOBP EMBRYO IMPLANTATION,-1.9338616791015788,0.024281043017802893,EC,1.6147326616187268
GOBP NEURON APOPTOTIC PROCESS,1.714007285426685,0.024281043017802893,EC,1.6147326616187268
GOBP CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,1.8056664103725117,0.026207398829178403,EC,1.5815760820749332
GOBP POSITIVE REGULATION OF ENDOCYTOSIS,1.7856543544609773,0.026207398829178403,EC,1.5815760820749332
GOBP CALCIUM ION TRANSPORT INTO CYTOSOL,1.7724915299979769,0.026207398829178403,EC,1.5815760820749332
GOBP T CELL MEDIATED IMMUNITY,1.7676468068437732,0.02741748031587486,EC,1.5619724596556561
GOBP REGULATION OF CELL SUBSTRATE ADHESION,-1.646857503738391,0.03021885036094905,EC,1.5197220618829355
GOBP POSITIVE REGULATION OF KINASE ACTIVITY,1.544904215255268,0.030271216438018257,EC,1.5189701267241622
GOBP CELLULAR RESPONSE TO AMYLOID BETA,1.7721699739764052,0.03148119308008533,EC,1.5019488170283806
GOBP REGULATION OF TRANSMEMBRANE TRANSPORT,1.582248123695998,0.03148119308008533,EC,1.5019488170283806
GOBP TRANSITION METAL ION HOMEOSTASIS,1.7592252577018888,0.031644493613292725,EC,1.4997018496722374
GOBP POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1.7557433593168175,0.031993185070134704,EC,1.494942521731248
GOBP SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION,1.570183849865646,0.031993185070134704,EC,1.494942521731248
GOBP REGULATION OF PROTEIN PHOSPHORYLATION,1.4365568369182808,0.031993185070134704,EC,1.494942521731248
GOBP NEGATIVE REGULATION OF HEMOPOIESIS,1.6929461870322355,0.03219594834913207,EC,1.4921987780037844
GOBP REGULATION OF VASCULATURE DEVELOPMENT,-1.6183118817400024,0.03219594834913207,EC,1.4921987780037844
GOBP REGULATION OF CELL MATRIX ADHESION,-1.6853689089355028,0.0325324599302654,EC,1.4876830964553656
GOBP CELLULAR RESPONSE TO NITROGEN COMPOUND,1.4986720270833778,0.03313806830022291,EC,1.4796728112759143
GOBP STRESS ACTIVATED PROTEIN KINASE SIGNALING CASCADE,1.6383597680044624,0.03440928209590125,EC,1.4633243882637272
GOBP POSITIVE REGULATION OF ION TRANSMEMBRANE TRANSPORT,1.7391907655009722,0.03514459884912227,EC,1.454141409485125
GOBP NEURON DEATH,1.5900639252346236,0.03514459884912227,EC,1.454141409485125
GOBP B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,1.806538966194608,0.0352664941289824,EC,1.4526377117562468
GOBP REGULATION OF CELL DIFFERENTIATION,1.4124499792370369,0.035414143858727674,EC,1.4508232528610634
GOBP REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,1.8037733290062656,0.035806984466284046,EC,1.4460322521463602
GOBP POSITIVE REGULATION OF INTERLEUKIN 12 PRODUCTION,1.7378473438827304,0.035806984466284046,EC,1.4460322521463602
GOBP NEGATIVE REGULATION OF SIGNALING,1.386490174393378,0.03599365256110543,EC,1.4437740798087833
GOBP REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT,1.3904619950744384,0.03730306601226666,EC,1.4282554712077757
GOBP NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,1.5696309737054437,0.03730860195472253,EC,1.428191024738996
GOBP POSITIVE REGULATION OF INTERFERON GAMMA PRODUCTION,1.7321560792008543,0.038175743916864506,EC,1.4182124912501564
GOBP POSITIVE REGULATION OF CELL DIFFERENTIATION,1.4770244618385018,0.03848245122467119,EC,1.4147372724075264
GOBP REGULATION OF PROTEIN KINASE ACTIVITY,1.4780369127698438,0.03865533291344368,EC,1.4127905820791224
GOBP CELL RECOGNITION,1.7143955627437908,0.03877658803696883,EC,1.4114304072714146
GOBP CONNECTIVE TISSUE DEVELOPMENT,-1.5626128142237694,0.03880552344687152,EC,1.4111064539993348
GOBP NEGATIVE REGULATION OF KINASE ACTIVITY,1.6806375593947804,0.0390219558411856,EC,1.4086909668803238
GOBP CARDIAC VENTRICLE DEVELOPMENT,-1.7821235133662092,0.03958890756572234,EC,1.4024264822014327
GOBP POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,1.7710964192452432,0.03958890756572234,EC,1.4024264822014327
GOBP DEFENSE RESPONSE TO GRAM NEGATIVE BACTERIUM,1.77968134282873,0.04008876086209069,EC,1.3969773675228214
GOBP REGULATION OF DNA TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS,1.7120928891808376,0.04008876086209069,EC,1.3969773675228214
GOBP CELLULAR LIPID METABOLIC PROCESS,1.4907388798931507,0.04008876086209069,EC,1.3969773675228214
GOBP BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,1.5730573258794085,0.040718043575717386,EC,1.3902130971909992
GOBP NEGATIVE REGULATION OF PHOSPHORYLATION,1.5215252226731881,0.04104615350143227,EC,1.3867275350457182
GOBP POSITIVE REGULATION OF LIPID METABOLIC PROCESS,1.7432401689352996,0.041277341881714044,EC,1.3842882775454022
GOBP RETROGRADE VESICLE MEDIATED TRANSPORT GOLGI TO ENDOPLASMIC RETICULUM,-1.7711130584131936,0.04199006036270721,EC,1.3768535010426555
GOBP ACTIN FILAMENT POLYMERIZATION,1.6627126666605014,0.04205064008457537,EC,1.3762273890911985
GOBP POSITIVE REGULATION OF GROWTH,-1.613465303582923,0.04205064008457537,EC,1.3762273890911985
GOBP POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,1.3905215179313735,0.04205064008457537,EC,1.3762273890911985
GOBP METAL ION TRANSPORT,1.5183960492052486,0.042870494693974755,EC,1.3678415050215833
GOBP POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,1.6975247623117884,0.04301728413763607,EC,1.366357011923228
GOBP NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR SIGNALING PATHWAY,1.7077130086651626,0.04315216550483079,EC,1.364997405204845
GOBP MORPHOGENESIS OF A BRANCHING STRUCTURE,-1.6783479129327832,0.0433812545959761,EC,1.3626978922427437
GOBP POSITIVE REGULATION OF CELL MATRIX ADHESION,-1.8844179489423987,0.04383716005960862,EC,1.3581575888848025
GOBP IRON ION HOMEOSTASIS,1.7190347003816777,0.04493108596521818,EC,1.347453084567397
GOBP ORGANIC ACID TRANSMEMBRANE TRANSPORT,1.7015919258712247,0.04493108596521818,EC,1.347453084567397
GOBP NEGATIVE REGULATION OF CELL ADHESION,1.6057719510230593,0.04493108596521818,EC,1.347453084567397
GOBP CARTILAGE DEVELOPMENT,-1.6830218483745305,0.045293205516507166,EC,1.3439669420932197
GOBP POSITIVE REGULATION OF SECRETION,1.6295136335372726,0.045293205516507166,EC,1.3439669420932197
GOBP JNK CASCADE,1.6564799488484363,0.045982741598966724,EC,1.3374051386385726
GOBP CATION TRANSPORT,1.5108685146615628,0.045982741598966724,EC,1.3374051386385726
GOBP NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION,1.6930281930556186,0.04641311579622506,EC,1.3333592756299726
GOBP REGULATION OF CELL MORPHOGENESIS,1.538142600766128,0.04647320402042091,EC,1.3327973847533106
GOBP NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS,1.6875476232185354,0.04690675938970558,EC,1.3287645697768449
GOBP REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,1.7212436018231507,0.04691425366725455,EC,1.3286951882324287
GOBP REGULATION OF ION TRANSMEMBRANE TRANSPORT,1.6158546816145198,0.04697994884058207,EC,1.3280874604887025
GOBP REGULATION OF PLATELET ACTIVATION,1.6963937595027578,0.04767012318066722,EC,1.3217537258448286
GOBP POSITIVE REGULATION OF DEVELOPMENTAL GROWTH,-1.6611934773813952,0.04788806394005745,EC,1.31977272063428
GOBP REGULATION OF PHOSPHATASE ACTIVITY,1.6877882474389156,0.04826523203036221,EC,1.3163656016407923
GOBP POSITIVE REGULATION OF LIPID LOCALIZATION,1.682140821930395,0.0498125651909114,EC,1.3026610928877258
GOBP INTEGRIN MEDIATED SIGNALING PATHWAY,1.657032585263729,0.0498125651909114,EC,1.3026610928877258
GOBP ENZYME LINKED RECEPTOR PROTEIN SIGNALING PATHWAY,-2.706984305925642,0.0014113852528810106,VSMC,2.85035442468413
GOBP CELL ACTIVATION,-2.619053017473029,0.0017667440060537484,VSMC,2.752826373420455
GOBP POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,-2.5305716012836403,0.002533741416604019,VSMC,2.596237709528466
GOBP VASCULATURE DEVELOPMENT,-2.5449039220809366,0.00429121560132944,VSMC,2.3674196648857824
GOBP CIRCULATORY SYSTEM DEVELOPMENT,-2.3498829649186135,0.005854763169700358,VSMC,2.232490667828599
GOBP REGULATION OF CELL ACTIVATION,-2.3722554569630656,0.017001435487898616,VSMC,1.7695144081421046
GOBP TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY,-2.332810977324186,0.017001435487898616,VSMC,1.7695144081421046
GOBP TUBE DEVELOPMENT,-2.1955836479915,0.017001435487898616,VSMC,1.7695144081421046
GOBP LEUKOCYTE PROLIFERATION,-2.4034059253692126,0.018779253032023813,VSMC,1.726321686325601
GOBP CELLULAR RESPONSE TO BIOTIC STIMULUS,-2.359658832568918,0.018779253032023813,VSMC,1.726321686325601
GOBP EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION,-2.333331418067459,0.018779253032023813,VSMC,1.726321686325601
GOBP OSSIFICATION,-2.286982173647579,0.018779253032023813,VSMC,1.726321686325601
GOBP POSITIVE REGULATION OF CELL DIFFERENTIATION,-2.252049741835724,0.018779253032023813,VSMC,1.726321686325601
GOBP POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,-2.040772648525763,0.018779253032023813,VSMC,1.726321686325601
GOBP RESPONSE TO ENDOGENOUS STIMULUS,-1.951066800373082,0.018779253032023813,VSMC,1.726321686325601
GOBP REGULATION OF CELL DIFFERENTIATION,-2.0747266028546907,0.018915200443845096,VSMC,1.7231890521404885
GOBP ERK1 AND ERK2 CASCADE,-2.3229565686852536,0.023277879767248703,VSMC,1.6330565793193181
GOBP BIOLOGICAL ADHESION,-2.0798747459329525,0.023277879767248703,VSMC,1.6330565793193181
GOBP REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT,-1.9918450138240293,0.023277879767248703,VSMC,1.6330565793193181
GOBP CIRCADIAN RHYTHM,2.5532981057404043,0.023975684748851346,VSMC,1.6202289804700853
GOBP RESPONSE TO PEPTIDE HORMONE,-2.2179866629712035,0.024393992413050465,VSMC,1.6127171155918605
GOBP RHYTHMIC PROCESS,2.4514640460003254,0.024880994603832786,VSMC,1.6041322629553891
GOBP CELL JUNCTION ASSEMBLY,-2.258524076264472,0.024880994603832786,VSMC,1.6041322629553891
GOBP CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,-2.25234543330201,0.024880994603832786,VSMC,1.6041322629553891
GOBP T CELL ACTIVATION,-2.2519904075975545,0.024880994603832786,VSMC,1.6041322629553891
GOBP BLOOD VESSEL MORPHOGENESIS,-2.2212784563383945,0.024880994603832786,VSMC,1.6041322629553891
GOBP RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,-2.206690012152197,0.024880994603832786,VSMC,1.6041322629553891
GOBP LEUKOCYTE DIFFERENTIATION,-2.1467117414510826,0.024880994603832786,VSMC,1.6041322629553891
GOBP RESPONSE TO PEPTIDE,-2.1359440664336664,0.024880994603832786,VSMC,1.6041322629553891
GOBP CELLULAR RESPONSE TO NITROGEN COMPOUND,-2.101642173489775,0.024880994603832786,VSMC,1.6041322629553891
GOBP TUBE MORPHOGENESIS,-2.0884187927152276,0.024880994603832786,VSMC,1.6041322629553891
GOBP IMMUNE SYSTEM DEVELOPMENT,-1.9997441900754902,0.024880994603832786,VSMC,1.6041322629553891
GOBP CELLULAR RESPONSE TO ENDOGENOUS STIMULUS,-1.8968939941838483,0.024880994603832786,VSMC,1.6041322629553891
GOBP REGULATION OF LEUKOCYTE DIFFERENTIATION,-2.2135890849372206,0.03016128960358085,VSMC,1.5205500933146823
GOBP CELLULAR RESPONSE TO PEPTIDE,-2.118872435452662,0.031066868028442537,VSMC,1.5077025274507223
GOBP REGULATION OF CELL ADHESION,-2.1610809081479974,0.03497106743007922,VSMC,1.4562911114162862
GOBP BONE DEVELOPMENT,-2.1749499455992862,0.03806280296780953,VSMC,1.4194992331633
GOBP LYMPHOCYTE ACTIVATION,-2.1163385104031236,0.03959636841125166,VSMC,1.4023446436521991
GOBP RESPONSE TO OXYGEN LEVELS,-2.054409031050035,0.03959636841125166,VSMC,1.4023446436521991
GOBP ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS,-1.9008714122061612,0.03959636841125166,VSMC,1.4023446436521991
GOBP RESPONSE TO CYTOKINE,-1.9972804366115855,0.04113782352958349,VSMC,1.3857586891628308
GOBP AXON DEVELOPMENT,2.365370621522029,0.0473757712749345,VSMC,1.3244437066761878
GOBP ANIMAL ORGAN MORPHOGENESIS,-1.9091180258416665,0.0473757712749345,VSMC,1.3244437066761878
GOBP ATP METABOLIC PROCESS,2.7977424238938666,8.014087924061929e-4,Macrophage,3.096145897150954
GOBP OXIDATIVE PHOSPHORYLATION,2.8041837280606035,0.0013387609887260882,Macrophage,2.8732969513992908
GOBP AEROBIC RESPIRATION,2.622246900057667,0.0018813662340080532,Macrophage,2.7255266547809325
GOBP CELLULAR RESPIRATION,2.563380459902674,0.0018813662340080532,Macrophage,2.7255266547809325
