p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.2797503668304739,0.291,0.113,0,Macrophages,Rcc2
0,0.27973116981327467,0.42,0.256,0,Macrophages,Vps4b
0,0.27930137323017606,0.42,0.231,0,Macrophages,Itprid2
0,0.27722708729318557,0.43,0.278,0,Macrophages,Chd1
0,0.2764666701177856,0.259,0.098,0,Macrophages,Mtr
0,0.27520363271086123,0.272,0.14,0,Macrophages,Adcy9
0,0.2739844479778103,0.384,0.206,0,Macrophages,Mindy2
0,0.2737243205946682,0.294,0.139,0,Macrophages,Ppp4r1
0,0.2732076611841261,0.266,0.102,0,Macrophages,Fam234a
0,0.2729964195362265,0.296,0.133,0,Macrophages,Cyp27a1
0,0.2727144870619931,0.25,0.07,0,Macrophages,Cklf
0,0.2722005173142614,0.36,0.182,0,Macrophages,Tpst2
0,0.271164752246419,0.549,0.213,0,Macrophages,Lmo2
0,0.27063663095117974,0.387,0.239,0,Macrophages,Ap2b1
0,0.27018135148615546,0.362,0.193,0,Macrophages,H2-M3
0,0.2689974214915064,0.293,0.132,0,Macrophages,Tmem141
0,0.2683075294740018,0.373,0.21,0,Macrophages,Cnpy3
0,0.26791353757251607,0.345,0.2,0,Macrophages,Ddi2
0,0.26698430870452944,0.278,0.118,0,Macrophages,Pacs2
0,0.2668242947776762,0.407,0.254,0,Macrophages,Atp6v1d
0,0.26656428523759834,0.33,0.178,0,Macrophages,Tbc1d9b
0,0.2664073898830864,0.368,0.211,0,Macrophages,Usf2
0,0.26566472193363283,0.32,0.175,0,Macrophages,Gripap1
0,0.2634984930644415,0.392,0.244,0,Macrophages,Ywhag
0,0.262146247741439,0.288,0.121,0,Macrophages,Dnase1l1
0,0.26158496618656557,0.256,0.095,0,Macrophages,Stom
0,0.2615122365176618,0.3,0.142,0,Macrophages,Trim8
0,0.2613448606078824,0.267,0.112,0,Macrophages,Tnip2
0,0.26119897769928935,0.34,0.195,0,Macrophages,Pex13
0,0.2606503685696797,0.327,0.183,0,Macrophages,Lgals3bp
0,0.2594804311182368,0.325,0.177,0,Macrophages,Slbp
0,0.25946369245415635,0.264,0.109,0,Macrophages,Nfkb2
0,0.2590533132401398,0.381,0.229,0,Macrophages,Commd8
0,0.2582228203589635,0.305,0.141,0,Macrophages,Csk
0,0.25766051233267323,0.268,0.115,0,Macrophages,Inpp5k
0,0.2573853689152422,0.348,0.193,0,Macrophages,Stat6
0,0.2565983400728617,0.341,0.193,0,Macrophages,Rnf115
0,0.25536659338981293,0.257,0.123,0,Macrophages,Ints6l
0,0.25455382005114535,0.294,0.154,0,Macrophages,Slc4a7
0,0.2533475409247496,0.387,0.199,0,Macrophages,Orai1
0,0.25266541916852625,0.279,0.121,0,Macrophages,Borcs6
0,0.2521741970223824,0.261,0.112,0,Macrophages,Acp2
0,0.2517242125956916,0.374,0.228,0,Macrophages,Vwa5a
0,0.250328388243768,0.432,0.254,0,Macrophages,Xdh
0,0.2502331023225377,0.282,0.149,0,Macrophages,Hipk2
0,0.2501165146700597,0.25,0.101,0,Macrophages,Slc29a3
6.065636759789071e-308,0.328803820405535,0.445,0.298,1.1720023347264443e-303,Macrophages,Ranbp2
6.152856316464566e-308,0.25620380736738063,0.419,0.267,1.1888548974672835e-303,Macrophages,Sf1
1.8175643418259775e-307,0.39126578174638593,0.569,0.451,3.5118978212761536e-303,Macrophages,Sik3
3.977270239239411e-307,0.37396239383840024,0.895,0.901,7.68488155625839e-303,Macrophages,Rsrp1
8.841313929989926e-307,0.36559479981208753,0.408,0.269,1.7083186775526535e-302,Macrophages,Por
7.517018165173463e-306,0.2826764742658044,0.334,0.197,1.4524382498748165e-301,Macrophages,Tmem87b
6.030517530486802e-303,0.2645176263413368,0.329,0.19,1.1652165972406599e-298,Macrophages,Mfhas1
4.776636749088258e-302,0.2844026951935634,0.432,0.283,9.22941752658833e-298,Macrophages,Adam9
1.6886505851649394e-301,0.3291611576470054,0.569,0.437,3.262810660655696e-297,Macrophages,Rin2
8.417910281708961e-300,0.3268734816865839,1,0.999,1.6265086246318054e-295,Macrophages,Malat1
7.105330680362028e-299,0.33234830978452523,0.433,0.29,1.372891994059551e-294,Macrophages,Vti1a
4.759085997439111e-298,0.2551439473366446,0.933,0.918,9.19550596425185e-294,Macrophages,Hnrnpa2b1
2.7860652143484513e-297,0.3171326206045013,0.426,0.281,5.383235207164078e-293,Macrophages,Babam2
1.1143667980147424e-296,0.2794335805003535,0.494,0.343,2.1531795271240854e-292,Macrophages,Sppl2a
5.294270395474928e-294,0.30772547067319134,0.541,0.404,1.0229589258136656e-289,Macrophages,Trip12
9.275965092323947e-294,0.30822711136541214,0.657,0.547,1.792301975138833e-289,Macrophages,Crebbp
4.5610216907209795e-293,0.26964744624601816,0.418,0.269,8.812806110811077e-289,Macrophages,Polr2a
1.300335521651531e-290,0.7107997964321336,0.438,0.326,2.512508294935088e-286,Macrophages,Mpp7
4.463746573593388e-288,0.3621100187157146,0.662,0.568,8.624851129497144e-284,Macrophages,Fam172a
1.6888108005848994e-287,0.33930551597887676,0.421,0.284,3.2631202288901425e-283,Macrophages,Phactr2
1.0016108629757853e-285,0.2913242564126215,0.583,0.456,1.9353125094418125e-281,Macrophages,Zfand6
2.2922560560709867e-285,0.2686853217411359,0.301,0.171,4.42909715154036e-281,Macrophages,Sirt1
2.197833993341888e-284,0.27470538327450506,0.363,0.225,4.246654841935196e-280,Macrophages,Fam13b
7.398819494329903e-283,0.25049448007960373,0.36,0.221,1.429599902694424e-278,Macrophages,Cept1
1.9318818726307827e-277,0.3176697547237407,0.494,0.344,3.732782154297198e-273,Macrophages,Dapk1
2.2494995510687521e-277,0.29051970448166775,0.43,0.289,4.3464830325750425e-273,Macrophages,Stk3
4.3960611463862884e-277,0.2565140466080911,0.719,0.603,8.494069347047586e-273,Macrophages,Ifnar2
9.778562307413215e-277,0.30258577937040637,0.342,0.209,1.8894138090383814e-272,Macrophages,Prkce
3.6826568620361745e-276,0.2700174253025043,0.382,0.244,7.115629588826296e-272,Macrophages,Atxn7
7.384294142601152e-276,0.30662413657104093,0.525,0.389,1.4267933142333946e-271,Macrophages,Cux1
1.1635451788822685e-275,0.2522113277419361,0.282,0.158,2.2482019946363192e-271,Macrophages,Acox1
2.3917671201674878e-273,0.27084942548453705,0.777,0.717,4.62137242958762e-269,Macrophages,Rab14
3.724944679798854e-273,0.2536122969346163,0.413,0.272,7.197338110307345e-269,Macrophages,Ppp6r3
7.958908912610346e-273,0.25553614177021405,0.313,0.184,1.537820380094571e-268,Macrophages,Zbtb11
1.7384943179971423e-269,0.3808237373267569,0.266,0.146,3.3591187212340787e-265,Macrophages,Fhit
1.9074435874916307e-263,0.2650436570543022,0.923,0.903,3.685562499751329e-259,Macrophages,Calm2
6.357672829173642e-261,0.26037632638758357,0.418,0.28,1.2284295440529311e-256,Macrophages,Zdhhc20
5.314155600206894e-260,0.2572773584731707,0.746,0.615,1.0268011450719761e-255,Macrophages,H2-T23
9.640160222670855e-258,0.38219504261732984,0.392,0.26,1.8626717582244627e-253,Macrophages,Wwox
1.4913070879670373e-257,0.25233974509976753,0.272,0.151,2.881503555369909e-253,Macrophages,Stat1
2.8217251190975607e-257,0.3061930079598668,0.521,0.392,5.452137275120307e-253,Macrophages,Mllt10
1.0384518493325194e-256,0.3542241687440506,0.294,0.177,2.006496663280294e-252,Macrophages,Plekhg2
1.8839659480859124e-251,0.296508057493011,0.444,0.312,3.6401990048916e-247,Macrophages,Rsrc1
1.5298572032552704e-250,0.25734002609543505,0.862,0.831,2.955990088129833e-246,Macrophages,Srsf3
2.738219268028332e-250,0.2761496011218802,0.295,0.176,5.290787269684343e-246,Macrophages,Commd10
3.0325420153667444e-250,0.2692519003827639,0.697,0.616,5.859477682091623e-246,Macrophages,Vapa
1.0265195239482477e-249,0.2629710765082287,0.412,0.278,1.983441024172804e-245,Macrophages,Mtmr3
8.34284123701611e-248,0.3559287153178743,0.624,0.537,1.6120037838162527e-243,Macrophages,Chd4
2.7995278136067845e-245,0.2937304382596615,0.478,0.343,5.409247641451029e-241,Macrophages,B4galt1
1.2525821955270026e-243,0.25206052754299685,0.428,0.295,2.4202393181972744e-239,Macrophages,Ppp2r5c
3.157989047744192e-242,0.28329665348462374,0.649,0.553,6.101866438051328e-238,Macrophages,Rbm25
1.4751937186783822e-241,0.32315408211606655,0.358,0.232,2.8503693032303704e-237,Macrophages,Ell2
1.9752793838531964e-239,0.2831941870399072,0.499,0.373,3.816634825481146e-235,Macrophages,Zfp106
4.1006501065797654e-238,0.257901843078732,0.468,0.335,7.923276135933423e-234,Macrophages,Rbm26
3.648754469032121e-237,0.29310420017458994,0.594,0.492,7.050123385063864e-233,Macrophages,Dnajb6
1.660404418207557e-235,0.2750891215212181,0.459,0.331,3.208233416860641e-231,Macrophages,Map3k2
3.46234397274823e-234,0.25795188401020086,0.754,0.681,6.68994102414413e-230,Macrophages,Glud1
1.8047726165954465e-233,0.3116617607848702,0.261,0.152,3.487181649785722e-229,Macrophages,Rilpl2
3.393116313694329e-231,0.2572536003190653,0.678,0.592,6.556179341320182e-227,Macrophages,Chmp4b
3.2060140051739226e-230,0.2820060817381118,0.484,0.353,6.1946602607970535e-226,Macrophages,Aff1
1.994408241410639e-227,0.2505150203514472,0.378,0.252,3.8535956040536364e-223,Macrophages,Col4a3bp
1.146422359112366e-226,0.26332868234917584,0.687,0.608,2.2151172822769134e-222,Macrophages,Ddx6
2.0455786532135093e-225,0.273403165293421,0.741,0.685,3.9524670737391423e-221,Macrophages,Srsf7
7.84374707580417e-224,0.28354037427254675,0.619,0.52,1.5155688099868816e-219,Macrophages,Tra2a
3.584436621207357e-220,0.299263984115392,0.67,0.594,6.925848439496855e-216,Macrophages,Tacc1
2.125031066165638e-218,0.3153161657187671,0.639,0.554,4.1059850260452455e-214,Macrophages,Fbxl17
1.1672569877852461e-217,0.31432058132183627,0.394,0.278,2.2553739517986526e-213,Macrophages,Pros1
1.4940231247844968e-216,0.26850695655291035,0.45,0.326,2.8867514817086047e-212,Macrophages,Herc1
1.6486766677590324e-214,0.25763605223965635,0.567,0.459,3.185573057444002e-210,Macrophages,Yy1
3.4746895338314924e-212,0.29710490017960123,0.552,0.444,6.71379511726921e-208,Macrophages,Dtnbp1
3.799346312878511e-206,0.2539087892745382,0.371,0.247,7.341096945743859e-202,Macrophages,March3
1.6707774576240324e-200,0.2735033355918829,0.537,0.428,3.2282762036211555e-196,Macrophages,Eif4g3
3.7435488389052295e-184,0.26506820260942254,0.54,0.433,7.233285066532684e-180,Macrophages,Fchsd2
8.216186836352957e-182,0.2908984670525967,0.275,0.175,1.5875316205201183e-177,Macrophages,Naaa
1.0177951712058081e-173,0.3362142897926367,0.507,0.415,1.9665838298038624e-169,Macrophages,Ccdc88a
4.1644301076514116e-172,0.3421850399928503,0.54,0.464,8.046511854004058e-168,Macrophages,Pde4d
5.6906040325065226e-154,0.2731705853370584,0.553,0.474,1.0995385111609103e-149,Macrophages,Phf21a
2.0764033531223592e-149,0.28220329464777993,0.597,0.522,4.0120265589030226e-145,Macrophages,Atrnl1
1.317466811180095e-141,0.25129212283609836,0.563,0.492,2.5456093725621797e-137,Macrophages,Ube2k
3.840465942367243e-134,0.2700787807551215,0.634,0.59,7.420548293841988e-130,Macrophages,Eea1
8.551876562877171e-130,0.33349964161810464,0.66,0.631,1.652393589479127e-125,Macrophages,Mir99ahg
5.143517938219863e-126,0.26982667948208117,0.512,0.444,9.938305360228419e-122,Macrophages,Creb5
4.1216134130349384e-104,0.2514220696274698,0.992,0.987,7.963781436666108e-100,Macrophages,Actg1
5.49024287682567e-95,0.4909802606934155,0.347,0.284,1.060824728660256e-90,Macrophages,Lsp1
5.416175862852084e-89,0.2832750132080647,0.414,0.336,1.0465135002202797e-84,Macrophages,Gm2a
2.6365055143503556e-88,0.34784792061509867,0.295,0.218,5.094255954827757e-84,Macrophages,Gm26917
7.231223153724262e-75,0.33566211723126643,0.27,0.21,1.397216937762602e-70,Macrophages,Phlpp1
0,6.331245867481513,0.997,0.191,0,VSMCs,Acta2
0,5.957778248095757,0.993,0.141,0,VSMCs,Tagln
0,4.712284810097207,0.966,0.134,0,VSMCs,Tpm2
0,4.546567625840714,0.957,0.006,0,VSMCs,Myh11
0,4.216860897705449,0.952,0.217,0,VSMCs,Dmd
0,4.144809792548108,0.98,0.23,0,VSMCs,Myl9
0,3.723965996945084,0.945,0.094,0,VSMCs,Itga8
0,3.493045056860588,0.563,0.018,0,VSMCs,Rgs5
0,3.3623882643941583,0.963,0.355,0,VSMCs,Pcdh7
0,3.3414915567890953,0.989,0.327,0,VSMCs,Tpm1
0,3.188050527227809,0.922,0.003,0,VSMCs,Cnn1
0,3.102678188725692,0.995,0.484,0,VSMCs,Cald1
0,3.1004175765671897,0.989,0.561,0,VSMCs,Csrp2
0,2.9973574288247464,0.991,0.712,0,VSMCs,Dstn
0,2.9064408013210583,0.96,0.429,0,VSMCs,Hspb1
0,2.8602145814941737,0.857,0.036,0,VSMCs,Kcnab1
0,2.735390877457603,0.884,0.026,0,VSMCs,Thsd4
0,2.705485631814114,0.919,0.066,0,VSMCs,Lmod1
0,2.679816009829103,0.981,0.667,0,VSMCs,Lpp
0,2.669173335549433,0.828,0.033,0,VSMCs,Ctnna3
0,2.6487679915777282,0.899,0.044,0,VSMCs,Serpine2
0,2.639792160464759,0.932,0.24,0,VSMCs,Csrp1
0,2.6370410440052225,0.971,0.332,0,VSMCs,Flna
0,2.6101520122303143,0.881,0.059,0,VSMCs,Enah
0,2.609190761271763,0.861,0.014,0,VSMCs,Npnt
0,2.5849963098298403,0.901,0.045,0,VSMCs,Synpo2
0,2.552271469178906,0.976,0.42,0,VSMCs,Rbpms
0,2.515875549682884,0.893,0.058,0,VSMCs,Rcan2
0,2.493674474394715,0.88,0.074,0,VSMCs,Ppp1r14a
0,2.4812023610427176,0.881,0.032,0,VSMCs,Myom1
0,2.456982075936881,0.916,0.17,0,VSMCs,Map1b
0,2.4297928496231487,0.913,0.132,0,VSMCs,Mylk
0,2.4178350065562335,0.928,0.183,0,VSMCs,Actn1
0,2.417362208372669,0.844,0.066,0,VSMCs,Ccn3
0,2.3816360410203585,0.999,0.99,0,VSMCs,Myl6
0,2.281765829642453,0.83,0.07,0,VSMCs,Cacnb2
0,2.2719231120178267,0.865,0.062,0,VSMCs,Col18a1
0,2.266703740052974,0.885,0.082,0,VSMCs,Ramp1
0,2.2090213658763447,0.648,0.018,0,VSMCs,Erbb4
0,2.2077987917338726,0.968,0.396,0,VSMCs,Ptgis
0,2.1562425103877585,0.987,0.777,0,VSMCs,Rock1
0,2.1515517449692223,0.853,0.119,0,VSMCs,Limch1
0,2.144025705534689,0.721,0.016,0,VSMCs,Sost
0,2.142556266795851,0.94,0.283,0,VSMCs,Ltbp1
0,2.137235359836553,0.95,0.348,0,VSMCs,Pls3
0,2.117170411920326,0.834,0.153,0,VSMCs,Olfr1033
0,2.0983702453561968,0.846,0.066,0,VSMCs,Ncam1
0,2.085911188082038,0.906,0.235,0,VSMCs,Fblim1
0,2.0657289937809087,0.813,0.008,0,VSMCs,Myocd
0,2.0559234803768653,0.963,0.609,0,VSMCs,Ppp1r12a
0,2.0442275194957364,0.917,0.414,0,VSMCs,Prkg1
0,2.0293260980210577,0.79,0.073,0,VSMCs,Postn
0,2.022364342588049,0.919,0.442,0,VSMCs,Filip1l
0,2.0011248255263134,0.737,0.085,0,VSMCs,Mustn1
0,1.9658086411964302,0.809,0.09,0,VSMCs,Lmcd1
0,1.9558406485135122,0.85,0.051,0,VSMCs,Pdlim3
0,1.9277226680072415,0.867,0.087,0,VSMCs,Nexn
0,1.9088495150553515,0.821,0.169,0,VSMCs,B3galt1
0,1.9055356570732638,0.786,0.085,0,VSMCs,Ccdc3
0,1.881313044287363,0.637,0.002,0,VSMCs,Mylk4
0,1.8110141713775771,0.879,0.176,0,VSMCs,Msrb3
0,1.7636462886820226,0.645,0.01,0,VSMCs,Unc5c
0,1.7623727228543866,0.883,0.265,0,VSMCs,Nox4
0,1.7433254903980842,0.588,0.006,0,VSMCs,Ptprz1
0,1.7384341557123235,0.95,0.409,0,VSMCs,Sgcd
0,1.7248151924109418,0.775,0.013,0,VSMCs,Sh3bgr
0,1.7224998319140512,0.96,0.405,0,VSMCs,Cpe
0,1.7193446258669163,0.644,0.012,0,VSMCs,Gm13889
0,1.673646014368459,0.881,0.281,0,VSMCs,Slmap
0,1.6603849867897973,0.76,0.03,0,VSMCs,Filip1
0,1.6582052868248436,0.878,0.271,0,VSMCs,Vcl
0,1.657795200302303,0.709,0.013,0,VSMCs,Ryr2
0,1.6572694725482704,0.857,0.336,0,VSMCs,Large1
0,1.6499338307181992,0.9,0.367,0,VSMCs,Samd4
0,1.6487860140199118,0.912,0.377,0,VSMCs,Nudt4
0,1.6428511450473071,0.955,0.377,0,VSMCs,Fermt2
0,1.6285382752196538,0.943,0.41,0,VSMCs,Fhl1
0,1.6017409625440122,0.752,0.1,0,VSMCs,Kalrn
0,1.5941160817981688,0.839,0.23,0,VSMCs,Plcb4
0,1.5921950046701205,0.888,0.327,0,VSMCs,Mfge8
0,1.5897120183414957,0.916,0.311,0,VSMCs,Pde3a
0,1.5867461669976846,0.847,0.212,0,VSMCs,Ppp1r12b
0,1.5776227377372485,0.936,0.402,0,VSMCs,Ccn2
0,1.5762483295785485,0.769,0.12,0,VSMCs,Nav2
0,1.575258857991396,0.67,0.04,0,VSMCs,Dgkb
0,1.5742257390192538,0.946,0.528,0,VSMCs,Tns1
0,1.573755700729753,0.76,0.003,0,VSMCs,Susd5
0,1.5658297406645012,0.898,0.39,0,VSMCs,Itga9
0,1.5657051885477815,0.734,0.022,0,VSMCs,Mcam
0,1.5612705622066372,0.799,0.048,0,VSMCs,Adcy5
0,1.5504994710107938,0.832,0.216,0,VSMCs,Myh10
0,1.5251696103220191,0.644,0.011,0,VSMCs,Fbxl22
0,1.5236488262158123,0.763,0.061,0,VSMCs,Kcnma1
0,1.5232916413150739,0.823,0.169,0,VSMCs,Pbxip1
0,1.4697895596322772,0.807,0.079,0,VSMCs,Smtn
0,1.454711547596887,0.999,0.991,0,VSMCs,mt-Nd2
0,1.4532755851273147,0.789,0.065,0,VSMCs,Mrvi1
0,1.4335049846510222,0.727,0.052,0,VSMCs,Gucy1a1
0,1.432717300930913,0.88,0.337,0,VSMCs,Actn4
0,1.4183378427176692,0.807,0.233,0,VSMCs,Pdgfd
0,1.4167014733299839,0.424,0.002,0,VSMCs,Actg2
0,1.416397888417958,0.924,0.472,0,VSMCs,Oxct1
0,1.4130840421840374,0.736,0.199,0,VSMCs,Tnfrsf12a
0,1.4034387551253444,0.926,0.355,0,VSMCs,Lhfp
0,1.4032546035683577,0.772,0.16,0,VSMCs,Pi15
0,1.3906843795567476,0.924,0.488,0,VSMCs,Lrrfip1
0,1.384551814645886,0.998,0.592,0,VSMCs,Igfbp7
0,1.3839880711849564,0.743,0.13,0,VSMCs,Pde4dip
0,1.3809173556209307,0.99,0.851,0,VSMCs,Itgb1
0,1.3773683367477059,0.79,0.251,0,VSMCs,Dnajb4
0,1.374130777912392,0.999,0.962,0,VSMCs,Vim
0,1.3728163583825213,0.853,0.32,0,VSMCs,Auts2
0,1.36198431856964,0.76,0.143,0,VSMCs,Adgrl2
0,1.3578004125615517,0.979,0.53,0,VSMCs,Eln
0,1.342267259592877,0.669,0.007,0,VSMCs,Pcp4l1
0,1.3374080678533713,0.743,0.067,0,VSMCs,Pawr
0,1.3156465737588054,0.94,0.405,0,VSMCs,Col4a1
0,1.31443295130095,0.714,0.045,0,VSMCs,Mtus2
0,1.308890243922427,0.876,0.273,0,VSMCs,Col4a5
0,1.308030902144679,0.414,0.075,0,VSMCs,Sparcl1
0,1.2988826582021564,0.729,0.027,0,VSMCs,Cspg4
0,1.2886979045739757,0.814,0.23,0,VSMCs,Syne1
0,1.288125112670334,0.731,0.061,0,VSMCs,Gucy1b1
0,1.287670542335626,0.932,0.665,0,VSMCs,Pdlim5
0,1.278587596479875,0.759,0.078,0,VSMCs,Hacd1
0,1.2751589893478146,1,1,0,VSMCs,mt-Co3
0,1.2708432348594738,0.666,0.01,0,VSMCs,1190005I06Rik
0,1.2625599087102102,0.655,0.036,0,VSMCs,Net1
0,1.255682052057629,0.721,0.169,0,VSMCs,Col4a6
0,1.2531295203847124,0.774,0.155,0,VSMCs,Map3k20
0,1.2518457766266722,0.752,0.156,0,VSMCs,Cacna2d1
0,1.2511829282006062,0.941,0.564,0,VSMCs,Dst
0,1.2495011065645028,0.543,0.024,0,VSMCs,Kcnq5
0,1.243184848087159,1,1,0,VSMCs,mt-Atp6
0,1.2417571457179104,0.861,0.357,0,VSMCs,Fn1
0,1.237335006639044,0.541,0.092,0,VSMCs,Serpine1
0,1.236850781808213,0.588,0.015,0,VSMCs,Carmn
0,1.2261758821782676,0.631,0.018,0,VSMCs,Dtna
0,1.2232632867950919,0.869,0.351,0,VSMCs,Cd200
0,1.2160053009142366,0.737,0.085,0,VSMCs,Bcam
0,1.2124916714333416,0.81,0.211,0,VSMCs,Pdlim7
0,1.2058034470373142,1,0.998,0,VSMCs,mt-Nd4
0,1.1962179553982062,0.965,0.517,0,VSMCs,Tm4sf1
0,1.196051654459352,0.884,0.366,0,VSMCs,Mast4
0,1.1915065288518485,0.613,0.008,0,VSMCs,Map3k7cl
0,1.1872833737378001,0.586,0.135,0,VSMCs,Palld
0,1.1845927823614244,0.791,0.221,0,VSMCs,Pdlim1
0,1.1797429877533288,0.715,0.119,0,VSMCs,Sema5a
0,1.175037563320612,1,0.999,0,VSMCs,mt-Cytb
0,1.1681851223871482,0.97,0.903,0,VSMCs,Cmss1
0,1.167597674396538,0.719,0.107,0,VSMCs,St5
0,1.1650820847140384,0.683,0.02,0,VSMCs,Jph2
0,1.1649030573771744,0.669,0.123,0,VSMCs,Pdzrn3
0,1.1611296738530872,0.76,0.117,0,VSMCs,Lims2
0,1.1601007096238198,0.887,0.439,0,VSMCs,Ppp1cb
0,1.15856055609717,0.968,0.541,0,VSMCs,Cped1
0,1.1575378896329702,0.695,0.041,0,VSMCs,Tspan2
0,1.1524845276139142,0.737,0.207,0,VSMCs,Wtip
0,1.1456032074436906,0.666,0.056,0,VSMCs,Schip1
0,1.1456030297869557,0.765,0.166,0,VSMCs,Tmem47
0,1.1446577720859004,0.734,0.164,0,VSMCs,Ptprd
0,1.1353296527749686,0.616,0.069,0,VSMCs,Rrad
0,1.1342168145769933,0.728,0.139,0,VSMCs,Fat1
0,1.1301884775559197,0.799,0.241,0,VSMCs,Bmpr1a
0,1.1300281992952828,0.796,0.203,0,VSMCs,Dpysl3
0,1.1249812939820871,0.779,0.234,0,VSMCs,Pkp4
0,1.1242517772223097,0.572,0.006,0,VSMCs,E030013I19Rik
0,1.1226562248809866,0.666,0.022,0,VSMCs,Rasl12
0,1.1192540429009887,0.999,0.991,0,VSMCs,mt-Nd1
0,1.1190688896742915,0.699,0.14,0,VSMCs,Cacna1c
0,1.116496184215807,0.946,0.701,0,VSMCs,Sh3bgrl
0,1.113069690755545,0.819,0.377,0,VSMCs,Cyb5r3
0,1.111492220181336,0.942,0.48,0,VSMCs,Ogn
0,1.1099255526729284,0.637,0.081,0,VSMCs,Pkdcc
0,1.10832273186558,0.664,0.304,0,VSMCs,Gem
0,1.1082901581049804,0.794,0.246,0,VSMCs,Cdc42ep3
0,1.107700629367314,0.69,0.078,0,VSMCs,Prdm16
0,1.1027759110797075,0.754,0.216,0,VSMCs,Cnn3
0,1.1021017990370374,0.681,0.068,0,VSMCs,Fam13c
0,1.1005289100159423,0.63,0.014,0,VSMCs,Lgr6
0,1.0974929946000207,0.956,0.719,0,VSMCs,Ptms
0,1.097359459207862,0.84,0.306,0,VSMCs,4930523C07Rik
0,1.0918639578788696,0.787,0.218,0,VSMCs,Col4a2
0,1.0839389609743801,0.583,0.003,0,VSMCs,Sgcg
0,1.0774847180093154,0.629,0.08,0,VSMCs,Mark1
0,1.0745239092233276,0.446,0.003,0,VSMCs,Tcap
0,1.0661384050377718,0.907,0.544,0,VSMCs,Atp2a2
0,1.063089215703316,0.461,0.005,0,VSMCs,Itih4
0,1.0503708434081558,0.97,0.905,0,VSMCs,Dynll1
0,1.0449716655467152,0.607,0.186,0,VSMCs,Adamts1
0,1.0392914200118846,0.678,0.079,0,VSMCs,Gnai1
0,1.0374574512193213,0.642,0.033,0,VSMCs,Aoc3
0,1.0341990579856943,0.81,0.341,0,VSMCs,mt-Nd3
0,1.0295345127855482,0.778,0.259,0,VSMCs,Rbfox2
0,1.0250861013982717,0.693,0.131,0,VSMCs,Pde5a
0,1.0248951315785648,0.898,0.403,0,VSMCs,Cryab
0,1.0215330810638252,0.565,0.008,0,VSMCs,Akap6
0,1.0200584074970611,0.831,0.291,0,VSMCs,Cavin1
0,1.0151685855111054,0.484,0.093,0,VSMCs,Vwc2
0,1.0146952724655964,0.713,0.186,0,VSMCs,Wwp2
0,1.0085102719464591,0.736,0.163,0,VSMCs,Tgfb1i1
0,1.0072988318113492,0.588,0.002,0,VSMCs,Scube3
0,1.001441676846424,0.842,0.416,0,VSMCs,Esyt2
0,0.9973172474310522,0.57,0.003,0,VSMCs,Ldb3
0,0.9959311955873318,0.678,0.157,0,VSMCs,Tacc2
0,0.9924743072451231,0.729,0.207,0,VSMCs,Cfl2
0,0.9918044843056919,0.389,0.047,0,VSMCs,Bmpr1b
0,0.9895822501293438,0.614,0.034,0,VSMCs,Cap2
0,0.9865262000931614,0.687,0.099,0,VSMCs,Hspb2
0,0.9830300210243239,0.999,0.999,0,VSMCs,Gm42418
0,0.9818656079774322,0.838,0.569,0,VSMCs,Gm48099
0,0.9807608292728975,0.974,0.586,0,VSMCs,Pam
0,0.9784449191763283,0.584,0.073,0,VSMCs,Slc24a3
0,0.9782917144822058,0.856,0.447,0,VSMCs,Ttc28
0,0.9751947581540892,0.672,0.268,0,VSMCs,Arhgap6
0,0.9744600057218522,0.742,0.248,0,VSMCs,Asph
0,0.9740998428886449,0.503,0.049,0,VSMCs,Rgs7
0,0.9722815963374238,0.916,0.591,0,VSMCs,Hcfc1r1
0,0.9701715216193453,0.279,0.002,0,VSMCs,Tafa1
0,0.9661497055021216,0.676,0.169,0,VSMCs,Phldb2
0,0.965929527249062,0.549,0.066,0,VSMCs,Stbd1
0,0.9649025159581632,0.256,0.045,0,VSMCs,Sncg
0,0.9637621463301472,0.74,0.251,0,VSMCs,Fry
0,0.962117138987559,0.732,0.159,0,VSMCs,Ndrg2
0,0.9601554539315984,0.984,0.638,0,VSMCs,Pmepa1
0,0.9586419374502146,0.691,0.192,0,VSMCs,Plcb1
0,0.9555367488241848,0.879,0.533,0,VSMCs,Utrn
0,0.9517516595363085,0.898,0.549,0,VSMCs,Rras
0,0.9505549647520593,0.565,0.076,0,VSMCs,Tes
0,0.9501143926903881,0.976,0.867,0,VSMCs,mt-Nd4l
0,0.9473764968481795,0.803,0.441,0,VSMCs,Hip1
0,0.9467719960992533,0.917,0.42,0,VSMCs,Fxyd1
0,0.9456795711717179,0.451,0.011,0,VSMCs,Tnc
0,0.9451854212154123,0.668,0.106,0,VSMCs,Kank1
0,0.9430722094910141,0.554,0.042,0,VSMCs,Cdo1
0,0.9395472734809021,1,1,0,VSMCs,mt-Co2
0,0.9386656878770333,0.704,0.203,0,VSMCs,Ntrk3
0,0.9344391225554299,0.651,0.31,0,VSMCs,Ghr
0,0.933700911584569,0.611,0.079,0,VSMCs,Spint2
0,0.9291083285583156,0.574,0.001,0,VSMCs,Kcnmb1
0,0.9280159049340769,0.606,0.099,0,VSMCs,Adarb1
0,0.9255409839085972,0.762,0.156,0,VSMCs,Cdh13
